,state,date,precipitation,region
1149,TO,2015-09-30 00:00:00,"97,9",brazil
1150,TO,2015-10-31 00:00:00,"132,9",brazil
1151,TO,2015-11-30 00:00:00,"102,6",brazil
1152,TO,2015-12-31 00:00:00,"149,4",brazil
1153,TO,2016-01-31 00:00:00,"429,6",brazil
1154,TO,2016-02-29 00:00:00,"4,8",brazil
1155,TO,2016-03-31 00:00:00,"161,7",brazil
1156,TO,2016-04-30 00:00:00,"80,5",brazil
1157,TO,2016-05-31 00:00:00,"2,6",brazil
1158,TO,2016-06-30 00:00:00,"18,2",brazil
1159,TO,2016-07-31 00:00:00,0,brazil
1160,TO,2016-08-31 00:00:00,0,brazil
1161,TO,2016-09-30 00:00:00,"100,1",brazil
1162,TO,2016-10-31 00:00:00,38,brazil
1163,TO,2016-11-30 00:00:00,"180,9",brazil
1164,TO,2016-12-31 00:00:00,"254,1",brazil
1165,TO,2017-01-31 00:00:00,"424,1",brazil
1166,TO,2017-02-28 00:00:00,"288,8",brazil
1167,TO,2017-03-31 00:00:00,"207,4",brazil
1168,TO,2017-04-30 00:00:00,"163,9",brazil
1169,TO,2017-05-31 00:00:00,"17,8",brazil
1170,TO,2017-06-30 00:00:00,0,brazil
1171,TO,2017-07-31 00:00:00,0,brazil
1172,TO,2017-08-31 00:00:00,0,brazil
1173,TO,2017-09-30 00:00:00,0,brazil
1174,TO,2017-10-31 00:00:00,"21,6",brazil
1175,TO,2017-11-30 00:00:00,"197,1",brazil
1176,GO,1998-01-31 00:00:00,"245,9",brazil
1177,GO,1998-02-28 00:00:00,"326,3",brazil
1178,GO,1998-03-31 00:00:00,"264,2",brazil
1179,GO,1998-04-30 00:00:00,"69,6",brazil
1180,GO,1998-05-31 00:00:00,"20,5",brazil
1181,GO,1998-06-30 00:00:00,"0,4",brazil
1182,GO,1998-07-31 00:00:00,0,brazil
1183,GO,1998-08-31 00:00:00,"3,6",brazil
1184,GO,1998-09-30 00:00:00,"41,3",brazil
1185,GO,1998-10-31 00:00:00,"145,6",brazil
1186,GO,1998-11-30 00:00:00,256,brazil
1187,GO,1998-12-31 00:00:00,201,brazil
1188,GO,1999-01-31 00:00:00,"196,5",brazil
1189,GO,1999-02-28 00:00:00,"188,2",brazil
1190,GO,1999-03-31 00:00:00,"119,2",brazil
1191,GO,1999-04-30 00:00:00,"27,6",brazil
1192,GO,1999-05-31 00:00:00,"66,7",brazil
1193,GO,1999-06-30 00:00:00,7,brazil
1194,GO,1999-07-31 00:00:00,0,brazil
1195,GO,1999-08-31 00:00:00,0,brazil
1196,GO,1999-09-30 00:00:00,"70,9",brazil
1197,GO,1999-10-31 00:00:00,175,brazil
1198,GO,1999-11-30 00:00:00,"200,8",brazil
1199,GO,1999-12-31 00:00:00,"295,6",brazil
1200,GO,2000-01-31 00:00:00,"385,7",brazil
1201,GO,2000-02-29 00:00:00,"319,8",brazil
1202,GO,2000-03-31 00:00:00,"207,4",brazil
1203,GO,2000-04-30 00:00:00,"44,6",brazil
1204,GO,2000-05-31 00:00:00,"9,4",brazil
1205,GO,2000-06-30 00:00:00,0,brazil
1206,GO,2000-07-31 00:00:00,"0,6",brazil
1207,GO,2000-08-31 00:00:00,"31,5",brazil
1208,GO,2000-09-30 00:00:00,106,brazil
1209,GO,2000-10-31 00:00:00,"84,3",brazil
1210,GO,2000-11-30 00:00:00,"327,8",brazil
1211,GO,2000-12-31 00:00:00,"316,4",brazil
1212,GO,2001-01-31 00:00:00,209,brazil
1213,GO,2001-02-28 00:00:00,"226,9",brazil
1214,GO,2001-03-31 00:00:00,"181,6",brazil
1215,GO,2001-04-30 00:00:00,172,brazil
1216,GO,2001-05-31 00:00:00,"72,1",brazil
1217,GO,2001-06-30 00:00:00,2,brazil
1218,GO,2001-07-31 00:00:00,0,brazil
1219,GO,2001-08-31 00:00:00,"51,5",brazil
1220,GO,2001-09-30 00:00:00,"124,5",brazil
1221,GO,2001-10-31 00:00:00,185,brazil
1222,GO,2001-11-30 00:00:00,"314,7",brazil
1223,GO,2001-12-31 00:00:00,"227,6",brazil
1224,GO,2002-01-31 00:00:00,"253,7",brazil
1225,GO,2002-02-28 00:00:00,398,brazil
1226,GO,2002-03-31 00:00:00,"300,3",brazil
1227,GO,2002-04-30 00:00:00,"27,5",brazil
1228,GO,2002-05-31 00:00:00,12,brazil
1229,GO,2002-06-30 00:00:00,0,brazil
1230,GO,2002-07-31 00:00:00,"0,2",brazil
1231,GO,2002-08-31 00:00:00,"6,3",brazil
1232,GO,2002-09-30 00:00:00,"69,5",brazil
1233,GO,2002-10-31 00:00:00,"34,4",brazil
1234,GO,2002-11-30 00:00:00,"149,7",brazil
1235,GO,2002-12-31 00:00:00,"284,8",brazil
1236,GO,2003-01-31 00:00:00,"314,9",brazil
1237,GO,2003-02-28 00:00:00,"267,5",brazil
1238,GO,2003-03-31 00:00:00,"202,3",brazil
1239,GO,2003-04-30 00:00:00,"107,9",brazil
1240,GO,2003-05-31 00:00:00,"0,2",brazil
1241,GO,2003-06-30 00:00:00,0,brazil
1242,GO,2003-07-31 00:00:00,0,brazil
1243,GO,2003-08-31 00:00:00,"12,9",brazil
1244,GO,2003-09-30 00:00:00,"35,3",brazil
1245,GO,2003-10-31 00:00:00,"110,5",brazil
1246,GO,2003-11-30 00:00:00,"265,2",brazil
1247,GO,2003-12-31 00:00:00,"224,3",brazil
1248,GO,2004-01-31 00:00:00,"282,3",brazil
1249,GO,2004-02-29 00:00:00,"310,2",brazil
1250,GO,2004-03-31 00:00:00,"264,2",brazil
1251,GO,2004-04-30 00:00:00,"120,3",brazil
1252,GO,2004-05-31 00:00:00,18,brazil
1253,GO,2004-06-30 00:00:00,1,brazil
1254,GO,2004-07-31 00:00:00,"5,8",brazil
1255,GO,2004-08-31 00:00:00,0,brazil
1256,GO,2004-09-30 00:00:00,"6,2",brazil
1257,GO,2004-10-31 00:00:00,"168,1",brazil
1258,GO,2004-11-30 00:00:00,"128,6",brazil
1259,GO,2004-12-31 00:00:00,"251,2",brazil
1260,GO,2005-01-31 00:00:00,"237,5",brazil
1261,GO,2005-02-28 00:00:00,"176,4",brazil
1262,GO,2005-03-31 00:00:00,526,brazil
1263,GO,2005-04-30 00:00:00,"50,4",brazil
1264,GO,2005-05-31 00:00:00,"34,2",brazil
1265,GO,2005-06-30 00:00:00,"2,6",brazil
1266,GO,2005-07-31 00:00:00,0,brazil
1267,GO,2005-08-31 00:00:00,"3,2",brazil
1268,GO,2005-09-30 00:00:00,"55,8",brazil
1269,GO,2005-10-31 00:00:00,"90,9",brazil
1270,GO,2005-11-30 00:00:00,"269,7",brazil
1271,GO,2005-12-31 00:00:00,"460,2",brazil
1272,GO,2006-01-31 00:00:00,"137,9",brazil
1273,GO,2006-02-28 00:00:00,"217,4",brazil
1274,GO,2006-03-31 00:00:00,"319,1",brazil
1275,GO,2006-04-30 00:00:00,"206,2",brazil
1276,GO,2006-05-31 00:00:00,"20,1",brazil
1277,GO,2006-06-30 00:00:00,0,brazil
1278,GO,2006-07-31 00:00:00,0,brazil
1279,GO,2006-08-31 00:00:00,"10,6",brazil
1280,GO,2006-09-30 00:00:00,"84,1",brazil
1281,GO,2006-10-31 00:00:00,"283,4",brazil
1282,GO,2006-11-30 00:00:00,"188,2",brazil
1283,GO,2006-12-31 00:00:00,"238,1",brazil
1284,GO,2007-01-31 00:00:00,"200,1",brazil
1285,GO,2007-02-28 00:00:00,"267,4",brazil
1286,GO,2007-03-31 00:00:00,"87,3",brazil
1287,GO,2007-04-30 00:00:00,"59,6",brazil
1288,GO,2007-05-31 00:00:00,"9,2",brazil
1289,GO,2007-06-30 00:00:00,"5,1",brazil
1290,GO,2007-07-31 00:00:00,6,brazil
1291,GO,2007-08-31 00:00:00,0,brazil
1292,GO,2007-09-30 00:00:00,"1,8",brazil
1293,GO,2007-10-31 00:00:00,"55,9",brazil
1294,GO,2007-11-30 00:00:00,"223,1",brazil
1295,GO,2007-12-31 00:00:00,"179,7",brazil
1296,GO,2008-01-31 00:00:00,"280,8",brazil
1297,GO,2008-02-29 00:00:00,"294,4",brazil
1298,GO,2008-03-31 00:00:00,"373,8",brazil
1299,GO,2008-04-30 00:00:00,"202,2",brazil
1300,GO,2008-05-31 00:00:00,"53,2",brazil
1301,GO,2008-06-30 00:00:00,0,brazil
1302,GO,2008-07-31 00:00:00,0,brazil
1303,GO,2008-08-31 00:00:00,0,brazil
1304,GO,2008-09-30 00:00:00,"51,8",brazil
1305,GO,2008-10-31 00:00:00,"109,4",brazil
1306,GO,2008-11-30 00:00:00,"197,5",brazil
1307,GO,2008-12-31 00:00:00,"246,2",brazil
1308,GO,2009-01-31 00:00:00,"178,6",brazil
1309,GO,2009-02-28 00:00:00,"148,2",brazil
1310,GO,2009-03-31 00:00:00,"185,6",brazil
1311,GO,2009-04-30 00:00:00,258,brazil
1312,GO,2009-05-31 00:00:00,"41,2",brazil
1313,GO,2009-06-30 00:00:00,"31,3",brazil
1314,GO,2009-07-31 00:00:00,2,brazil
1315,GO,2009-08-31 00:00:00,"16,8",brazil
1316,GO,2009-09-30 00:00:00,71,brazil
1317,GO,2009-10-31 00:00:00,"196,4",brazil
1318,GO,2009-11-30 00:00:00,"194,9",brazil
1319,GO,2009-12-31 00:00:00,"443,9",brazil
1320,GO,2010-01-31 00:00:00,"98,3",brazil
1321,GO,2010-02-28 00:00:00,208,brazil
1322,GO,2010-03-31 00:00:00,"190,4",brazil
1323,GO,2010-04-30 00:00:00,"188,4",brazil
1324,GO,2010-05-31 00:00:00,0,brazil
1325,GO,2010-06-30 00:00:00,"14,3",brazil
1326,GO,2010-07-31 00:00:00,0,brazil
1327,GO,2010-08-31 00:00:00,0,brazil
1328,GO,2010-09-30 00:00:00,"16,9",brazil
1329,GO,2010-10-31 00:00:00,"107,9",brazil
1330,GO,2010-11-30 00:00:00,"281,9",brazil
1331,GO,2010-12-31 00:00:00,"449,8",brazil
1332,GO,2011-01-31 00:00:00,"287,8",brazil
1333,GO,2011-02-28 00:00:00,"240,4",brazil
1334,GO,2011-03-31 00:00:00,"367,1",brazil
1335,GO,2011-04-30 00:00:00,"62,3",brazil
1336,GO,2011-05-31 00:00:00,0,brazil
1337,GO,2011-06-30 00:00:00,"15,3",brazil
1338,GO,2011-07-31 00:00:00,0,brazil
1339,GO,2011-08-31 00:00:00,0,brazil
1340,GO,2011-09-30 00:00:00,"1,2",brazil
1341,GO,2011-10-31 00:00:00,"300,3",brazil
1342,GO,2011-11-30 00:00:00,"245,4",brazil
1343,GO,2011-12-31 00:00:00,"292,8",brazil
1344,GO,2012-01-31 00:00:00,"467,4",brazil
1345,GO,2012-02-29 00:00:00,358,brazil
1346,GO,2012-03-31 00:00:00,268,brazil
1347,GO,2012-04-30 00:00:00,"176,2",brazil
1348,GO,2012-05-31 00:00:00,40,brazil
1349,GO,2012-06-30 00:00:00,"18,3",brazil
1350,GO,2012-07-31 00:00:00,3,brazil
1351,GO,2012-08-31 00:00:00,0,brazil
1352,GO,2012-09-30 00:00:00,"57,3",brazil
1353,GO,2012-10-31 00:00:00,"92,8",brazil
1354,GO,2012-11-30 00:00:00,"224,5",brazil
1355,GO,2012-12-31 00:00:00,"188,6",brazil
1356,GO,2013-01-31 00:00:00,"353,5",brazil
1357,GO,2013-02-28 00:00:00,"125,1",brazil
1358,GO,2013-03-31 00:00:00,"234,9",brazil
1359,GO,2013-04-30 00:00:00,"44,3",brazil
1360,GO,2013-05-31 00:00:00,"44,1",brazil
1361,GO,2013-06-30 00:00:00,"7,3",brazil
1362,GO,2013-07-31 00:00:00,0,brazil
1363,GO,2013-08-31 00:00:00,"0,7",brazil
1364,GO,2013-09-30 00:00:00,"32,9",brazil
1365,GO,2013-10-31 00:00:00,"135,2",brazil
1366,GO,2013-11-30 00:00:00,"273,6",brazil
1367,GO,2013-12-31 00:00:00,"530,5",brazil
1368,GO,2014-01-31 00:00:00,"143,6",brazil
1369,GO,2014-02-28 00:00:00,"187,8",brazil
1370,GO,2014-03-31 00:00:00,"361,1",brazil
1371,GO,2014-04-30 00:00:00,"325,2",brazil
1372,GO,2014-05-31 00:00:00,"19,7",brazil
1373,GO,2014-06-30 00:00:00,0,brazil
1374,GO,2014-07-31 00:00:00,"15,7",brazil
1375,GO,2014-08-31 00:00:00,0,brazil
1376,GO,2014-09-30 00:00:00,"31,3",brazil
1377,GO,2014-10-31 00:00:00,"69,2",brazil
1378,GO,2014-11-30 00:00:00,"170,5",brazil
1379,GO,2014-12-31 00:00:00,"337,9",brazil
1380,GO,2015-01-31 00:00:00,"73,6",brazil
1381,GO,2015-02-28 00:00:00,"225,2",brazil
1382,GO,2015-03-31 00:00:00,"312,3",brazil
1383,GO,2015-04-30 00:00:00,"204,2",brazil
1384,GO,2015-05-31 00:00:00,"70,7",brazil
1385,GO,2015-06-30 00:00:00,0,brazil
1386,GO,2015-07-31 00:00:00,"2,7",brazil
1387,GO,2015-08-31 00:00:00,"3,6",brazil
1388,GO,2015-09-30 00:00:00,"30,4",brazil
1389,GO,2015-10-31 00:00:00,"18,2",brazil
1390,GO,2015-11-30 00:00:00,"354,8",brazil
1391,GO,2015-12-31 00:00:00,"207,7",brazil
1392,GO,2016-01-31 00:00:00,"484,8",brazil
1393,GO,2016-02-29 00:00:00,"155,1",brazil
1394,GO,2016-03-31 00:00:00,"156,2",brazil
1395,GO,2016-04-30 00:00:00,"1,3",brazil
1396,GO,2016-05-31 00:00:00,"33,2",brazil
1397,GO,2016-06-30 00:00:00,0,brazil
1398,GO,2016-07-31 00:00:00,0,brazil
1399,GO,2016-08-31 00:00:00,"15,7",brazil
1400,GO,2016-09-30 00:00:00,"26,5",brazil
1401,GO,2016-10-31 00:00:00,"209,2",brazil
1402,GO,2016-11-30 00:00:00,"110,4",brazil
1403,GO,2016-12-31 00:00:00,"169,6",brazil
1404,GO,2017-01-31 00:00:00,"176,1",brazil
1405,GO,2017-02-28 00:00:00,"153,2",brazil
1406,GO,2017-03-31 00:00:00,"215,5",brazil
1407,GO,2017-04-30 00:00:00,"200,1",brazil
1408,GO,2017-05-31 00:00:00,"48,2",brazil
1409,GO,2017-06-30 00:00:00,0,brazil
1410,GO,2017-07-31 00:00:00,0,brazil
1411,GO,2017-08-31 00:00:00,0,brazil
1412,GO,2017-09-30 00:00:00,"9,5",brazil
1413,GO,2017-10-31 00:00:00,"51,2",brazil
1414,GO,2017-11-30 00:00:00,"296,1",brazil
1415,PI,1998-01-31 00:00:00,"281,1",brazil
1416,PI,1998-02-28 00:00:00,117,brazil
1417,PI,1998-03-31 00:00:00,"210,5",brazil
1418,PI,1998-04-30 00:00:00,"81,8",brazil
1419,PI,1998-05-31 00:00:00,"10,4",brazil
1420,PI,1998-06-30 00:00:00,"12,4",brazil
1421,PI,1998-07-31 00:00:00,"1,1",brazil
1422,PI,1998-08-31 00:00:00,0,brazil
1423,PI,1998-09-30 00:00:00,0,brazil
1424,PI,1998-10-31 00:00:00,"2,8",brazil
1425,PI,1998-11-30 00:00:00,"166,4",brazil
1426,PI,1998-12-31 00:00:00,"162,9",brazil
1427,PI,1999-01-31 00:00:00,"200,8",brazil
1428,PI,1999-02-28 00:00:00,"169,3",brazil
1429,PI,1999-03-31 00:00:00,"375,1",brazil
1430,PI,1999-04-30 00:00:00,"176,6",brazil
1431,PI,1999-05-31 00:00:00,"168,6",brazil
1432,PI,1999-06-30 00:00:00,0,brazil
1433,PI,1999-07-31 00:00:00,1,brazil
1434,PI,1999-08-31 00:00:00,"6,6",brazil
1435,PI,1999-09-30 00:00:00,"37,7",brazil
1436,PI,1999-10-31 00:00:00,"16,2",brazil
1437,PI,1999-11-30 00:00:00,"42,6",brazil
1438,PI,1999-12-31 00:00:00,"114,4",brazil
1439,PI,2000-01-31 00:00:00,"183,2",brazil
1440,PI,2000-02-29 00:00:00,"306,8",brazil
1441,PI,2000-03-31 00:00:00,"329,8",brazil
1442,PI,2000-04-30 00:00:00,"298,4",brazil
1443,PI,2000-05-31 00:00:00,"61,9",brazil
1444,PI,2000-06-30 00:00:00,"6,7",brazil
1445,PI,2000-07-31 00:00:00,"43,7",brazil
1446,PI,2000-08-31 00:00:00,"75,8",brazil
1447,PI,2000-09-30 00:00:00,"41,5",brazil
1448,PI,2001-04-30 00:00:00,"312,5",brazil
1449,PI,2001-09-30 00:00:00,"3,6",brazil
1450,PI,2001-10-31 00:00:00,"2,2",brazil
1451,PI,2001-11-30 00:00:00,0,brazil
1452,PI,2001-12-31 00:00:00,32,brazil
1453,PI,2002-01-31 00:00:00,"303,8",brazil
1454,PI,2002-02-28 00:00:00,"82,8",brazil
1455,PI,2002-03-31 00:00:00,"237,7",brazil
1456,PI,2002-04-30 00:00:00,109,brazil
1457,PI,2002-05-31 00:00:00,"18,6",brazil
1458,PI,2002-06-30 00:00:00,"21,4",brazil
1459,PI,2002-07-31 00:00:00,"7,6",brazil
1460,PI,2002-08-31 00:00:00,4,brazil
1461,PI,2002-09-30 00:00:00,"47,1",brazil
1462,PI,2002-10-31 00:00:00,"3,8",brazil
1463,PI,2002-11-30 00:00:00,"20,6",brazil
1464,PI,2002-12-31 00:00:00,"126,3",brazil
1465,PI,2003-01-31 00:00:00,105,brazil
1466,PI,2003-02-28 00:00:00,"314,8",brazil
1467,PI,2003-03-31 00:00:00,"156,7",brazil
1468,PI,2003-04-30 00:00:00,183,brazil
1469,PI,2003-05-31 00:00:00,"102,9",brazil
1470,PI,2003-06-30 00:00:00,"16,8",brazil
1471,PI,2003-07-31 00:00:00,"0,4",brazil
1472,PI,2003-08-31 00:00:00,"16,6",brazil
1473,PI,2003-09-30 00:00:00,"9,6",brazil
1474,PI,2003-10-31 00:00:00,"0,5",brazil
1475,PI,2003-11-30 00:00:00,"75,9",brazil
1476,PI,2003-12-31 00:00:00,"30,9",brazil
1477,PI,2004-01-31 00:00:00,"350,9",brazil
1478,PI,2004-02-29 00:00:00,"345,3",brazil
1479,PI,2004-03-31 00:00:00,315,brazil
1480,PI,2004-04-30 00:00:00,"222,4",brazil
1481,PI,2004-05-31 00:00:00,"84,7",brazil
1482,PI,2004-06-30 00:00:00,"26,8",brazil
1483,PI,2004-07-31 00:00:00,"18,3",brazil
1484,PI,2004-08-31 00:00:00,"5,4",brazil
1485,PI,2004-09-30 00:00:00,15,brazil
1486,PI,2004-10-31 00:00:00,"25,5",brazil
1487,PI,2004-11-30 00:00:00,"58,9",brazil
1488,PI,2004-12-31 00:00:00,"60,9",brazil
1489,PI,2005-01-31 00:00:00,"284,5",brazil
1490,PI,2005-02-28 00:00:00,236,brazil
1491,PI,2005-03-31 00:00:00,"300,4",brazil
1492,PI,2005-04-30 00:00:00,"161,9",brazil
1493,PI,2005-05-31 00:00:00,"112,6",brazil
1494,PI,2005-06-30 00:00:00,"0,2",brazil
1495,PI,2005-07-31 00:00:00,"4,9",brazil
1496,PI,2005-08-31 00:00:00,"2,1",brazil
1497,PI,2005-09-30 00:00:00,"1,4",brazil
1498,PI,2005-10-31 00:00:00,"5,2",brazil
1499,PI,2005-11-30 00:00:00,8,brazil
1500,PI,2005-12-31 00:00:00,"134,3",brazil
1501,PI,2006-01-31 00:00:00,"107,1",brazil
1502,PI,2006-02-28 00:00:00,"272,8",brazil
1503,PI,2006-03-31 00:00:00,"203,3",brazil
1504,PI,2006-04-30 00:00:00,"384,6",brazil
1505,PI,2006-05-31 00:00:00,"253,3",brazil
1506,PI,2006-06-30 00:00:00,"11,1",brazil
1507,PI,2006-07-31 00:00:00,"7,9",brazil
1508,PI,2006-08-31 00:00:00,"2,3",brazil
1509,PI,2006-09-30 00:00:00,"2,4",brazil
1510,PI,2006-10-31 00:00:00,"43,4",brazil
1511,PI,2006-11-30 00:00:00,"44,2",brazil
1512,PI,2006-12-31 00:00:00,"46,5",brazil
1513,PI,2007-01-31 00:00:00,"68,8",brazil
1514,PI,2007-02-28 00:00:00,"530,2",brazil
1515,PI,2007-03-31 00:00:00,"345,7",brazil
1516,PI,2007-04-30 00:00:00,"235,4",brazil
1517,PI,2007-05-31 00:00:00,"62,4",brazil
1518,PI,2007-06-30 00:00:00,"0,9",brazil
1519,PI,2007-07-31 00:00:00,"2,2",brazil
1520,PI,2007-08-31 00:00:00,"1,6",brazil
1521,PI,2007-09-30 00:00:00,0,brazil
1522,PI,2007-10-31 00:00:00,"33,2",brazil
1523,PI,2007-11-30 00:00:00,31,brazil
1524,PI,2007-12-31 00:00:00,"101,6",brazil
1525,PI,2008-01-31 00:00:00,"295,2",brazil
1526,PI,2008-02-29 00:00:00,"220,5",brazil
1527,PI,2008-03-31 00:00:00,"297,2",brazil
1528,PI,2008-04-30 00:00:00,"506,8",brazil
1529,PI,2008-05-31 00:00:00,"166,4",brazil
1530,PI,2008-06-30 00:00:00,"6,5",brazil
1531,PI,2008-07-31 00:00:00,0,brazil
1532,PI,2008-08-31 00:00:00,"1,6",brazil
1533,PI,2008-09-30 00:00:00,"14,4",brazil
1534,PI,2008-10-31 00:00:00,"8,5",brazil
1535,PI,2008-11-30 00:00:00,"14,6",brazil
1536,PI,2008-12-31 00:00:00,192,brazil
1537,PI,2009-01-31 00:00:00,"210,6",brazil
1538,PI,2009-02-28 00:00:00,"197,6",brazil
1539,PI,2009-03-31 00:00:00,"355,1",brazil
1540,PI,2009-04-30 00:00:00,"546,5",brazil
1541,PI,2009-05-31 00:00:00,"401,4",brazil
1542,PI,2009-06-30 00:00:00,"20,7",brazil
1543,PI,2009-07-31 00:00:00,"46,9",brazil
1544,PI,2009-08-31 00:00:00,"2,8",brazil
1545,PI,2009-09-30 00:00:00,0,brazil
1546,PI,2009-10-31 00:00:00,13,brazil
1547,PI,2009-11-30 00:00:00,"6,7",brazil
1548,PI,2009-12-31 00:00:00,"226,7",brazil
1549,PI,2010-01-31 00:00:00,164,brazil
1550,PI,2010-02-28 00:00:00,"95,9",brazil
1551,PI,2010-03-31 00:00:00,"109,5",brazil
1552,PI,2010-04-30 00:00:00,"254,5",brazil
1553,PI,2010-05-31 00:00:00,"115,2",brazil
1554,PI,2010-06-30 00:00:00,"74,7",brazil
1555,PI,2010-07-31 00:00:00,"1,8",brazil
1556,PI,2010-08-31 00:00:00,0,brazil
1557,PI,2010-09-30 00:00:00,2,brazil
1558,PI,2010-10-31 00:00:00,"28,7",brazil
1559,PI,2010-11-30 00:00:00,"56,7",brazil
1560,PI,2010-12-31 00:00:00,"133,3",brazil
1561,PI,2011-01-31 00:00:00,"151,9",brazil
1562,PI,2011-02-28 00:00:00,"200,8",brazil
1563,PI,2011-03-31 00:00:00,"286,4",brazil
1564,PI,2011-04-30 00:00:00,"387,4",brazil
1565,PI,2011-05-31 00:00:00,"213,9",brazil
1566,PI,2011-06-30 00:00:00,"3,9",brazil
1567,PI,2011-07-31 00:00:00,"19,3",brazil
1568,PI,2011-08-31 00:00:00,"10,8",brazil
1569,PI,2011-09-30 00:00:00,"0,6",brazil
1570,PI,2011-10-31 00:00:00,"167,6",brazil
1571,PI,2011-11-30 00:00:00,"124,6",brazil
1572,PI,2011-12-31 00:00:00,"23,4",brazil
1573,PI,2012-01-31 00:00:00,"133,1",brazil
1574,PI,2012-02-29 00:00:00,"317,1",brazil
1575,PI,2012-03-31 00:00:00,264,brazil
1576,PI,2012-04-30 00:00:00,121,brazil
1577,PI,2012-05-31 00:00:00,"31,3",brazil
1578,PI,2012-06-30 00:00:00,"25,4",brazil
1579,PI,2012-07-31 00:00:00,0,brazil
1580,PI,2012-08-31 00:00:00,0,brazil
1581,PI,2012-09-30 00:00:00,0,brazil
1582,PI,2012-10-31 00:00:00,"3,1",brazil
1583,PI,2012-11-30 00:00:00,"6,1",brazil
1584,PI,2012-12-31 00:00:00,"76,1",brazil
1585,PI,2013-01-31 00:00:00,"191,2",brazil
1586,PI,2013-02-28 00:00:00,"118,7",brazil
1587,PI,2013-03-31 00:00:00,"258,3",brazil
1588,PI,2013-04-30 00:00:00,"361,1",brazil
1589,PI,2013-05-31 00:00:00,"81,6",brazil
1590,PI,2013-06-30 00:00:00,"22,9",brazil
1591,PI,2013-07-31 00:00:00,"29,4",brazil
1592,PI,2013-08-31 00:00:00,"1,4",brazil
1593,PI,2013-09-30 00:00:00,"28,8",brazil
1594,PI,2013-10-31 00:00:00,"18,9",brazil
1595,PI,2013-11-30 00:00:00,"88,6",brazil
1596,PI,2013-12-31 00:00:00,"51,1",brazil
1597,PI,2014-01-31 00:00:00,"271,8",brazil
1598,PI,2014-02-28 00:00:00,"308,6",brazil
1599,PI,2014-03-31 00:00:00,"296,4",brazil
1600,PI,2014-04-30 00:00:00,"227,5",brazil
1601,PI,2014-05-31 00:00:00,"124,3",brazil
1602,PI,2014-06-30 00:00:00,2,brazil
1603,PI,2014-07-31 00:00:00,"1,4",brazil
1604,PI,2014-08-31 00:00:00,1,brazil
1605,PI,2014-09-30 00:00:00,"7,9",brazil
1606,PI,2014-10-31 00:00:00,"33,3",brazil
1607,PI,2014-11-30 00:00:00,"39,7",brazil
1608,PI,2014-12-31 00:00:00,"47,8",brazil
1609,PI,2015-01-31 00:00:00,"69,2",brazil
1610,PI,2015-02-28 00:00:00,201,brazil
1611,PI,2015-03-31 00:00:00,"250,7",brazil
1612,PI,2015-05-31 00:00:00,"115,4",brazil
1613,PI,2015-06-30 00:00:00,"23,1",brazil
1614,PI,2015-07-31 00:00:00,"43,8",brazil
1615,PI,2015-08-31 00:00:00,"2,4",brazil
1616,PI,2015-09-30 00:00:00,"10,6",brazil
1617,PI,2015-10-31 00:00:00,"32,5",brazil
1618,PI,2015-11-30 00:00:00,"14,6",brazil
1619,PI,2015-12-31 00:00:00,"9,9",brazil
1620,PI,2016-01-31 00:00:00,"5,5",brazil
1621,PI,2016-02-29 00:00:00,"118,4",brazil
1622,PI,2016-03-31 00:00:00,"20,6",brazil
1623,PI,2016-04-30 00:00:00,"95,4",brazil
1624,PI,2016-05-31 00:00:00,"36,4",brazil
1625,PI,2016-06-30 00:00:00,"25,4",brazil
1626,PI,2016-07-31 00:00:00,0,brazil
1627,PI,2016-08-31 00:00:00,0,brazil
1628,PI,2016-09-30 00:00:00,3,brazil
1629,PI,2016-10-31 00:00:00,16,brazil
1630,PI,2016-11-30 00:00:00,"3,3",brazil
1631,PI,2017-05-31 00:00:00,"142,6",brazil
1632,PI,2017-06-30 00:00:00,7,brazil
1633,PI,2017-07-31 00:00:00,"27,3",brazil
1634,PI,2017-08-31 00:00:00,"48,1",brazil
1635,PI,2017-09-30 00:00:00,0,brazil
1636,PI,2017-10-31 00:00:00,"0,5",brazil
1637,PI,2017-11-30 00:00:00,"14,7",brazil
1638,MG,1998-01-31 00:00:00,"339,6",brazil
1639,MG,1998-02-28 00:00:00,"226,3",brazil
1640,MG,1998-03-31 00:00:00,"68,7",brazil
1641,MG,1998-04-30 00:00:00,"37,2",brazil
1642,MG,1998-05-31 00:00:00,"78,2",brazil
1643,MG,1998-06-30 00:00:00,3,brazil
1644,MG,1998-07-31 00:00:00,0,brazil
1645,MG,1998-08-31 00:00:00,"43,2",brazil
1646,MG,1998-09-30 00:00:00,"39,4",brazil
1647,MG,1998-10-31 00:00:00,"105,6",brazil
1648,MG,1998-11-30 00:00:00,"338,4",brazil
1649,MG,1998-12-31 00:00:00,"231,9",brazil
1650,MG,1999-01-31 00:00:00,"237,3",brazil
1651,MG,1999-02-28 00:00:00,"94,7",brazil
1652,MG,1999-03-31 00:00:00,"246,4",brazil
1653,MG,1999-04-30 00:00:00,"56,7",brazil
1654,MG,1999-05-31 00:00:00,4,brazil
1655,MG,1999-06-30 00:00:00,"2,4",brazil
1656,MG,1999-07-31 00:00:00,0,brazil
1657,MG,1999-08-31 00:00:00,0,brazil
1658,MG,1999-09-30 00:00:00,"43,8",brazil
