,state,kg,date,region
1846,SP,3915896,2019-04-01 00:00:00,brazil
1847,MS,8518060,2019-02-01 00:00:00,brazil
1848,RO,25359115,2019-03-01 00:00:00,brazil
1849,SP,11298123,2019-02-01 00:00:00,brazil
1850,MS,164926,2019-06-01 00:00:00,brazil
1851,MA,10728440,2019-05-01 00:00:00,brazil
1852,PR,17500000,2019-05-01 00:00:00,brazil
1853,MS,141959,2019-01-01 00:00:00,brazil
1854,SP,35585927,2019-04-01 00:00:00,brazil
1855,DF,60247,2019-09-01 00:00:00,brazil
1856,TO,2991200,2019-06-01 00:00:00,brazil
1857,RO,554782,2019-08-01 00:00:00,brazil
1858,GO,35347228,2019-03-01 00:00:00,brazil
1859,DF,2605564,2019-08-01 00:00:00,brazil
1860,GO,53186053,2019-05-01 00:00:00,brazil
1861,BA,19499329,2019-10-01 00:00:00,brazil
1862,TO,229730,2019-07-01 00:00:00,brazil
1863,PR,58484526,2019-12-01 00:00:00,brazil
1864,MG,5800000,2019-08-01 00:00:00,brazil
1865,PR,6500000,2019-10-01 00:00:00,brazil
1866,RS,20,2019-10-01 00:00:00,brazil
1867,PA,2992502,2019-10-01 00:00:00,brazil
1868,SP,0,2019-02-01 00:00:00,brazil
1869,PI,8366760,2019-04-01 00:00:00,brazil
1870,MT,31658785,2019-06-01 00:00:00,brazil
1871,SC,10190094,2019-08-01 00:00:00,brazil
1872,RS,1,2019-08-01 00:00:00,brazil
1873,SP,10,2019-03-01 00:00:00,brazil
1874,TO,500000,2019-07-01 00:00:00,brazil
1875,ND,48100000,2019-07-01 00:00:00,brazil
1876,GO,5989635,2019-09-01 00:00:00,brazil
1877,MS,7185339,2019-06-01 00:00:00,brazil
1878,SP,0,2019-10-01 00:00:00,brazil
1879,MA,22073374,2019-06-01 00:00:00,brazil
1880,PR,210325,2019-02-01 00:00:00,brazil
1881,ES,3650000,2019-09-01 00:00:00,brazil
1882,GO,3000000,2019-03-01 00:00:00,brazil
1883,RS,498086,2019-07-01 00:00:00,brazil
1884,MT,5824280,2019-04-01 00:00:00,brazil
1885,SC,851428,2019-04-01 00:00:00,brazil
1886,SP,6,2019-12-01 00:00:00,brazil
1887,MG,1,2019-04-01 00:00:00,brazil
1888,MT,24050000,2019-03-01 00:00:00,brazil
1889,MT,201966030,2019-04-01 00:00:00,brazil
1890,MT,35813374,2019-08-01 00:00:00,brazil
1891,GO,298093269,2019-05-01 00:00:00,brazil
1892,BA,339685503,2019-08-01 00:00:00,brazil
1893,SC,2908499,2019-08-01 00:00:00,brazil
1894,GO,36517450,2019-07-01 00:00:00,brazil
1895,MT,33800000,2019-06-01 00:00:00,brazil
1896,MT,159941527,2019-06-01 00:00:00,brazil
1897,MT,60222415,2019-10-01 00:00:00,brazil
1898,MT,30393745,2019-02-01 00:00:00,brazil
1899,MS,60578885,2019-09-01 00:00:00,brazil
1900,BA,15196703,2019-12-01 00:00:00,brazil
1901,MA,10425000,2019-06-01 00:00:00,brazil
1902,GO,18386993,2019-07-01 00:00:00,brazil
1903,MT,120298615,2019-04-01 00:00:00,brazil
1904,MA,49366144,2019-10-01 00:00:00,brazil
1905,MT,86285543,2019-03-01 00:00:00,brazil
1906,SC,5651796,2019-04-01 00:00:00,brazil
1907,MG,241414,2019-09-01 00:00:00,brazil
1908,RO,23322530,2019-06-01 00:00:00,brazil
1909,RR,1000000,2019-02-01 00:00:00,brazil
1910,MG,1525087,2019-12-01 00:00:00,brazil
1911,SP,1137162,2019-04-01 00:00:00,brazil
1912,MG,1400251,2019-07-01 00:00:00,brazil
1913,PA,4700000,2019-08-01 00:00:00,brazil
1914,MG,16801014,2019-12-01 00:00:00,brazil
1915,MS,4130000,2019-05-01 00:00:00,brazil
1916,MT,68122046,2019-11-01 00:00:00,brazil
1917,GO,47888,2019-11-01 00:00:00,brazil
1918,PR,126641078,2019-02-01 00:00:00,brazil
1919,MG,1068560,2019-05-01 00:00:00,brazil
1920,TO,5000000,2019-05-01 00:00:00,brazil
1921,PR,2800000,2019-01-01 00:00:00,brazil
1922,MT,1800000,2019-05-01 00:00:00,brazil
1923,MG,1755000,2019-10-01 00:00:00,brazil
1924,RS,1468861,2019-08-01 00:00:00,brazil
1925,GO,2378511,2019-09-01 00:00:00,brazil
1926,RS,66000000,2019-07-01 00:00:00,brazil
1927,MT,15000000,2019-05-01 00:00:00,brazil
1928,PA,1464,2019-06-01 00:00:00,brazil
1929,RO,3100000,2019-06-01 00:00:00,brazil
1930,MS,77040,2019-12-01 00:00:00,brazil
1931,PI,7667000,2019-03-01 00:00:00,brazil
1932,DF,3031260,2019-11-01 00:00:00,brazil
1933,MG,3,2019-06-01 00:00:00,brazil
1934,RS,1648664,2019-08-01 00:00:00,brazil
1935,PR,20000,2019-04-01 00:00:00,brazil
1936,RS,443355,2019-06-01 00:00:00,brazil
1937,PA,10255975,2019-07-01 00:00:00,brazil
1938,GO,1408329,2019-09-01 00:00:00,brazil
1939,AP,26449361,2019-10-01 00:00:00,brazil
1940,SP,17625094,2019-04-01 00:00:00,brazil
1941,MT,7228740,2019-01-01 00:00:00,brazil
1942,PR,13226295,2019-09-01 00:00:00,brazil
1943,RO,2826691,2019-05-01 00:00:00,brazil
1944,MT,343535878,2019-05-01 00:00:00,brazil
1945,MT,49493713,2019-07-01 00:00:00,brazil
1946,MT,56953905,2019-06-01 00:00:00,brazil
1947,MA,206204339,2019-11-01 00:00:00,brazil
1948,RO,28087847,2019-07-01 00:00:00,brazil
1949,MG,8258550,2019-02-01 00:00:00,brazil
1950,MT,83290044,2019-09-01 00:00:00,brazil
1951,RS,16400384,2019-12-01 00:00:00,brazil
1952,PI,80331445,2019-06-01 00:00:00,brazil
1953,SC,1199891,2019-06-01 00:00:00,brazil
1954,MT,16112755,2019-07-01 00:00:00,brazil
1955,PR,27221529,2019-03-01 00:00:00,brazil
1956,ND,229300000,2019-11-01 00:00:00,brazil
1957,RS,1657881,2019-01-01 00:00:00,brazil
1958,PA,11796050,2019-12-01 00:00:00,brazil
1959,SP,23488972,2019-10-01 00:00:00,brazil
1960,PA,1600000,2019-05-01 00:00:00,brazil
1961,MT,7200000,2019-04-01 00:00:00,brazil
1962,BA,22440771,2019-06-01 00:00:00,brazil
1963,BA,7135,2019-04-01 00:00:00,brazil
1964,GO,45194053,2019-06-01 00:00:00,brazil
1965,RJ,0,2019-06-01 00:00:00,brazil
1966,SP,5870790,2019-07-01 00:00:00,brazil
1967,DF,3100000,2019-07-01 00:00:00,brazil
1968,MS,9141637,2019-07-01 00:00:00,brazil
1969,SC,8571639,2019-12-01 00:00:00,brazil
1970,MG,16300000,2019-05-01 00:00:00,brazil
1971,SC,9387270,2019-03-01 00:00:00,brazil
1972,PR,2474968,2019-12-01 00:00:00,brazil
1973,MG,4799963,2019-03-01 00:00:00,brazil
1974,ES,171437,2019-01-01 00:00:00,brazil
1975,RR,19732661,2019-11-01 00:00:00,brazil
1976,MS,178146677,2019-06-01 00:00:00,brazil
1977,PR,9158282,2019-10-01 00:00:00,brazil
1978,MT,37709100,2019-05-01 00:00:00,brazil
1979,RS,9329177,2019-09-01 00:00:00,brazil
1980,PA,2149294,2019-11-01 00:00:00,brazil
1981,SP,25609102,2019-08-01 00:00:00,brazil
1982,PR,31771992,2019-08-01 00:00:00,brazil
1983,SC,18090089,2019-08-01 00:00:00,brazil
1984,GO,6139753,2019-09-01 00:00:00,brazil
1985,MT,26269704,2019-10-01 00:00:00,brazil
1986,PA,3000000,2019-07-01 00:00:00,brazil
1987,BA,25816531,2019-07-01 00:00:00,brazil
1988,SC,355196,2019-07-01 00:00:00,brazil
1989,DF,17511780,2019-04-01 00:00:00,brazil
1990,MG,2000000,2019-05-01 00:00:00,brazil
1991,GO,24594251,2019-07-01 00:00:00,brazil
1992,MT,5151374,2019-07-01 00:00:00,brazil
1993,GO,10060080,2019-10-01 00:00:00,brazil
1994,DF,3608045,2019-07-01 00:00:00,brazil
1995,SC,29549313,2019-12-01 00:00:00,brazil
1996,SP,0,2019-08-01 00:00:00,brazil
1997,MS,2763550,2019-10-01 00:00:00,brazil
1998,DF,140221,2019-10-01 00:00:00,brazil
1999,MS,6225889,2019-04-01 00:00:00,brazil
2000,RR,25946788,2019-01-01 00:00:00,brazil
2001,GO,15000000,2019-06-01 00:00:00,brazil
2002,SP,416696,2019-09-01 00:00:00,brazil
2003,MA,3827580,2019-05-01 00:00:00,brazil
2004,MT,34026520,2019-02-01 00:00:00,brazil
2005,MT,4277310,2019-07-01 00:00:00,brazil
2006,MT,19944905,2019-05-01 00:00:00,brazil
2007,GO,83272772,2019-08-01 00:00:00,brazil
2008,MT,1305005462,2019-02-01 00:00:00,brazil
2009,ND,85000000,2019-12-01 00:00:00,brazil
2010,PR,24479562,2019-05-01 00:00:00,brazil
2011,MT,40793680,2019-05-01 00:00:00,brazil
2012,BA,55205773,2019-07-01 00:00:00,brazil
2013,PI,1158280,2019-09-01 00:00:00,brazil
2014,GO,125434830,2019-05-01 00:00:00,brazil
2015,PR,35006987,2019-04-01 00:00:00,brazil
2016,GO,24154364,2019-10-01 00:00:00,brazil
2017,TO,5199439,2019-08-01 00:00:00,brazil
2018,SP,30932107,2019-08-01 00:00:00,brazil
2019,MS,1214333,2019-05-01 00:00:00,brazil
2020,SP,7226176,2019-02-01 00:00:00,brazil
2021,PI,7010732,2019-10-01 00:00:00,brazil
2022,MG,0,2019-05-01 00:00:00,brazil
2023,RO,249180,2019-08-01 00:00:00,brazil
2024,RS,2529342,2019-02-01 00:00:00,brazil
2025,SP,21830857,2019-03-01 00:00:00,brazil
2026,DF,7963322,2019-03-01 00:00:00,brazil
2027,MT,11360000,2019-04-01 00:00:00,brazil
2028,MG,6460803,2019-02-01 00:00:00,brazil
2029,DF,62970,2019-07-01 00:00:00,brazil
2030,MT,5772960,2019-03-01 00:00:00,brazil
2031,AM,2415741,2019-03-01 00:00:00,brazil
2032,SP,0,2019-10-01 00:00:00,brazil
2033,MG,49330710,2019-11-01 00:00:00,brazil
2034,TO,12697071,2019-04-01 00:00:00,brazil
2035,SP,57286081,2019-03-01 00:00:00,brazil
2036,MT,68746570,2019-05-01 00:00:00,brazil
2037,MT,34001653,2019-12-01 00:00:00,brazil
2038,ND,1000000,2019-10-01 00:00:00,brazil
2039,MT,16700575,2019-04-01 00:00:00,brazil
2040,MT,85740835,2019-07-01 00:00:00,brazil
2041,MT,151854532,2019-04-01 00:00:00,brazil
2042,MT,60732796,2019-06-01 00:00:00,brazil
2043,PI,68625174,2019-01-01 00:00:00,brazil
2044,PA,29054020,2019-08-01 00:00:00,brazil
2045,PR,9450000,2019-04-01 00:00:00,brazil
2046,MT,44106696,2019-03-01 00:00:00,brazil
2047,PR,41395196,2019-09-01 00:00:00,brazil
2048,RO,17794240,2019-05-01 00:00:00,brazil
2049,MG,98199848,2019-09-01 00:00:00,brazil
2050,RS,4667849,2019-05-01 00:00:00,brazil
2051,SP,2002864,2019-03-01 00:00:00,brazil
2052,DF,55764,2019-01-01 00:00:00,brazil
2053,TO,3324351,2019-08-01 00:00:00,brazil
2054,MT,9863201,2019-03-01 00:00:00,brazil
2055,PR,16696010,2019-07-01 00:00:00,brazil
2056,MS,5634000,2019-06-01 00:00:00,brazil
2057,SC,4008606,2019-04-01 00:00:00,brazil
2058,PR,13000000,2019-05-01 00:00:00,brazil
2059,MG,638680,2019-05-01 00:00:00,brazil
2060,MG,10385340,2019-10-01 00:00:00,brazil
2061,RS,94612895,2019-05-01 00:00:00,brazil
2062,ND,9000000,2019-01-01 00:00:00,brazil
2063,GO,13000000,2019-03-01 00:00:00,brazil
2064,RO,492696,2019-10-01 00:00:00,brazil
2065,MA,16563422,2019-06-01 00:00:00,brazil
2066,MG,244881957,2019-04-01 00:00:00,brazil
2067,GO,5221037,2019-05-01 00:00:00,brazil
2068,RS,1018663976,2019-09-01 00:00:00,brazil
2069,MT,10544843,2019-04-01 00:00:00,brazil
2070,MG,354213,2019-08-01 00:00:00,brazil
2071,GO,20950000,2019-03-01 00:00:00,brazil
2072,PR,76558395,2019-05-01 00:00:00,brazil
2073,RO,11184821,2019-08-01 00:00:00,brazil
2074,MT,288996824,2019-04-01 00:00:00,brazil
2075,MT,64684000,2019-03-01 00:00:00,brazil
2076,GO,26498739,2019-08-01 00:00:00,brazil
2077,MG,95811602,2019-09-01 00:00:00,brazil
2078,MA,165650046,2019-04-01 00:00:00,brazil
2079,PR,21295437,2019-05-01 00:00:00,brazil
2080,MT,14136239,2019-03-01 00:00:00,brazil
2081,ND,164700000,2019-05-01 00:00:00,brazil
2082,RO,23250000,2019-03-01 00:00:00,brazil
2083,GO,4314057,2019-03-01 00:00:00,brazil
2084,MS,11070000,2019-02-01 00:00:00,brazil
2085,MT,29052820,2019-08-01 00:00:00,brazil
2086,PR,2000000,2019-05-01 00:00:00,brazil
2087,DF,8323203,2019-05-01 00:00:00,brazil
2088,RO,4632785,2019-05-01 00:00:00,brazil
2089,SP,0,2019-08-01 00:00:00,brazil
2090,TO,35638325,2019-05-01 00:00:00,brazil
2091,RS,15902633,2019-10-01 00:00:00,brazil
2092,PR,18727610,2019-03-01 00:00:00,brazil
2093,ND,15000000,2019-06-01 00:00:00,brazil
2094,MT,43628070,2019-05-01 00:00:00,brazil
2095,RS,15273885,2019-09-01 00:00:00,brazil
2096,MT,6837388,2019-05-01 00:00:00,brazil
2097,MS,560330,2019-05-01 00:00:00,brazil
2098,MT,27600020,2019-03-01 00:00:00,brazil
2099,RO,28500000,2019-04-01 00:00:00,brazil
2100,SC,35848953,2019-09-01 00:00:00,brazil
2101,SC,224519,2019-09-01 00:00:00,brazil
2102,MS,10101700,2019-03-01 00:00:00,brazil
2103,PR,8419609,2019-11-01 00:00:00,brazil
2104,GO,17111454,2019-10-01 00:00:00,brazil
2105,BA,800000,2019-08-01 00:00:00,brazil
2106,RS,18983200,2019-06-01 00:00:00,brazil
2107,RO,4000000,2019-04-01 00:00:00,brazil
2108,RS,71129,2019-03-01 00:00:00,brazil
2109,MG,85262692,2019-08-01 00:00:00,brazil
2110,MT,981100,2019-08-01 00:00:00,brazil
2111,MT,21063845,2019-08-01 00:00:00,brazil
2112,SP,508230220,2019-03-01 00:00:00,brazil
2113,RS,1222144,2019-09-01 00:00:00,brazil
2114,GO,28927480,2019-01-01 00:00:00,brazil
2115,PI,155662030,2019-11-01 00:00:00,brazil
2116,MG,1990000,2019-03-01 00:00:00,brazil
2117,MS,1575880,2019-08-01 00:00:00,brazil
2118,MS,3369111,2019-07-01 00:00:00,brazil
2119,SP,31107750,2019-05-01 00:00:00,brazil
2120,RS,36000000,2019-09-01 00:00:00,brazil
2121,BA,7059034,2019-06-01 00:00:00,brazil
2122,MT,81825740,2019-04-01 00:00:00,brazil
2123,PR,100000,2019-01-01 00:00:00,brazil
2124,MG,17000,2019-09-01 00:00:00,brazil
2125,MT,7349610,2019-04-01 00:00:00,brazil
2126,MT,3573849,2019-09-01 00:00:00,brazil
2127,PI,2000000,2019-12-01 00:00:00,brazil
2128,ND,13174000,2019-06-01 00:00:00,brazil
2129,ND,19000000,2019-08-01 00:00:00,brazil
2130,GO,393997536,2019-03-01 00:00:00,brazil
2131,PR,38978000,2019-03-01 00:00:00,brazil
2132,PA,10398402,2019-08-01 00:00:00,brazil
2133,MT,144931100,2019-05-01 00:00:00,brazil
2134,MG,246060246,2019-03-01 00:00:00,brazil
2135,RO,63311208,2019-04-01 00:00:00,brazil
2136,MS,35466528,2019-10-01 00:00:00,brazil
2137,GO,8498302,2019-06-01 00:00:00,brazil
2138,MT,68973109,2019-09-01 00:00:00,brazil
2139,RO,60447310,2019-03-01 00:00:00,brazil
2140,SP,1519734,2019-07-01 00:00:00,brazil
2141,PI,529506,2019-06-01 00:00:00,brazil
2142,MS,43661599,2019-11-01 00:00:00,brazil
2143,PI,5142500,2019-03-01 00:00:00,brazil
2144,MG,14812871,2019-04-01 00:00:00,brazil
2145,SP,244780,2019-06-01 00:00:00,brazil
2146,MG,509960,2019-08-01 00:00:00,brazil
2147,MG,10525784,2019-05-01 00:00:00,brazil
2148,RS,10203493,2019-01-01 00:00:00,brazil
2149,MT,7057970,2019-05-01 00:00:00,brazil
2150,SP,5031440,2019-05-01 00:00:00,brazil
2151,PR,5100000,2019-05-01 00:00:00,brazil
2152,PR,12310558,2019-04-01 00:00:00,brazil
2153,DF,9178015,2019-10-01 00:00:00,brazil
2154,MS,18412708,2019-04-01 00:00:00,brazil
2155,PA,113237010,2019-06-01 00:00:00,brazil
2156,GO,12111938,2019-08-01 00:00:00,brazil
2157,PR,46784970,2019-05-01 00:00:00,brazil
2158,MG,17000000,2019-06-01 00:00:00,brazil
2159,RO,4000000,2019-02-01 00:00:00,brazil
2160,RS,8219772,2019-08-01 00:00:00,brazil
2161,SP,2117405,2019-04-01 00:00:00,brazil
2162,MA,43530,2019-06-01 00:00:00,brazil
2163,RO,750000,2019-01-01 00:00:00,brazil
2164,ND,15000000,2019-12-01 00:00:00,brazil
2165,SP,439984,2019-09-01 00:00:00,brazil
2166,PR,1091501,2019-08-01 00:00:00,brazil
2167,TO,7000000,2019-05-01 00:00:00,brazil
2168,MT,2000000,2019-05-01 00:00:00,brazil
2169,MG,29357316,2019-07-01 00:00:00,brazil
2170,ND,4000000,2019-05-01 00:00:00,brazil
2171,SP,628,2019-04-01 00:00:00,brazil
2172,RR,2902554,2019-04-01 00:00:00,brazil
2173,SP,565679,2019-11-01 00:00:00,brazil
2174,MT,28460186,2019-08-01 00:00:00,brazil
2175,MS,75923959,2019-05-01 00:00:00,brazil
2176,MS,92755216,2019-03-01 00:00:00,brazil
2177,PI,102862816,2019-07-01 00:00:00,brazil
2178,BA,58997051,2019-02-01 00:00:00,brazil
2179,PI,67120398,2019-04-01 00:00:00,brazil
2180,BA,26999059,2019-09-01 00:00:00,brazil
2181,MT,29554604,2019-12-01 00:00:00,brazil
2182,RO,19675200,2019-04-01 00:00:00,brazil
2183,SP,13015844,2019-04-01 00:00:00,brazil
2184,MT,25100000,2019-03-01 00:00:00,brazil
2185,RO,16957577,2019-04-01 00:00:00,brazil
2186,RS,2556462,2019-02-01 00:00:00,brazil
2187,MG,30027061,2019-11-01 00:00:00,brazil
2188,GO,257573581,2019-06-01 00:00:00,brazil
2189,MT,15200000,2019-07-01 00:00:00,brazil
2190,BA,17087017,2019-05-01 00:00:00,brazil
2191,MG,30543641,2019-11-01 00:00:00,brazil
2192,ND,5000000,2019-09-01 00:00:00,brazil
2193,TO,7845057,2019-02-01 00:00:00,brazil
2194,MT,1421877,2019-07-01 00:00:00,brazil
2195,PR,12522193,2019-05-01 00:00:00,brazil
2196,SP,3800000,2019-11-01 00:00:00,brazil
2197,MT,4946380,2019-10-01 00:00:00,brazil
2198,PR,20960,2019-09-01 00:00:00,brazil
2199,TO,7200000,2019-09-01 00:00:00,brazil
2200,RS,5448062,2019-09-01 00:00:00,brazil
2201,MG,26964164,2019-12-01 00:00:00,brazil
2202,RO,28199148,2019-07-01 00:00:00,brazil
2203,MT,27836370,2019-04-01 00:00:00,brazil
2204,PR,6100000,2019-07-01 00:00:00,brazil
2205,RS,10452740,2019-03-01 00:00:00,brazil
2206,MG,10630000,2019-02-01 00:00:00,brazil
2207,PR,24730000,2019-04-01 00:00:00,brazil
2208,RO,11729385,2019-03-01 00:00:00,brazil
2209,MG,166421745,2019-06-01 00:00:00,brazil
2210,MT,24298664,2019-07-01 00:00:00,brazil
2211,PR,14950000,2019-03-01 00:00:00,brazil
2212,PR,543494626,2019-03-01 00:00:00,brazil
2213,MT,80,2019-08-01 00:00:00,brazil
2214,MT,116026370,2019-01-01 00:00:00,brazil
2215,MG,111629155,2019-04-01 00:00:00,brazil
2216,MT,46665365,2019-04-01 00:00:00,brazil
2217,MS,5153286,2019-02-01 00:00:00,brazil
2218,MT,30145293,2019-03-01 00:00:00,brazil
2219,MT,41153965,2019-02-01 00:00:00,brazil
2220,MT,30005830,2019-10-01 00:00:00,brazil
2221,MA,4613260,2019-05-01 00:00:00,brazil
2222,MA,136754669,2019-09-01 00:00:00,brazil
2223,BA,9930666,2019-08-01 00:00:00,brazil
2224,PA,11770891,2019-04-01 00:00:00,brazil
2225,TO,33670214,2019-05-01 00:00:00,brazil
2226,PA,243958,2019-12-01 00:00:00,brazil
2227,ND,146124000,2019-11-01 00:00:00,brazil
2228,PA,3905150,2019-05-01 00:00:00,brazil
2229,MT,825149,2019-05-01 00:00:00,brazil
2230,PA,19330000,2019-10-01 00:00:00,brazil
2231,SP,456469,2019-09-01 00:00:00,brazil
2232,ND,10000000,2019-09-01 00:00:00,brazil
2233,MA,17541512,2019-02-01 00:00:00,brazil
2234,MG,16800921,2019-06-01 00:00:00,brazil
2235,BA,4899120,2019-06-01 00:00:00,brazil
2236,GO,12880000,2019-07-01 00:00:00,brazil
2237,MG,5000000,2019-02-01 00:00:00,brazil
2238,PI,691767,2019-05-01 00:00:00,brazil
2239,PR,16600000,2019-04-01 00:00:00,brazil
2240,TO,939380,2019-11-01 00:00:00,brazil
2241,MT,2436000,2019-04-01 00:00:00,brazil
2242,MS,117072,2019-05-01 00:00:00,brazil
2243,PA,1783264,2019-04-01 00:00:00,brazil
2244,MT,17865531,2019-09-01 00:00:00,brazil
2245,RO,20900000,2019-02-01 00:00:00,brazil
2246,MS,470000,2019-04-01 00:00:00,brazil
2247,AC,30565,2019-05-01 00:00:00,brazil
2248,MT,2654306,2019-08-01 00:00:00,brazil
2249,PI,759000,2019-06-01 00:00:00,brazil
2250,PA,70000,2019-01-01 00:00:00,brazil
2251,MS,2980300,2019-10-01 00:00:00,brazil
2252,BA,431681798,2019-10-01 00:00:00,brazil
2253,RS,21021868,2019-07-01 00:00:00,brazil
2254,MT,63056512,2019-09-01 00:00:00,brazil
2255,TO,18843447,2019-07-01 00:00:00,brazil
2256,MG,10366661,2019-07-01 00:00:00,brazil
2257,TO,9293128,2019-08-01 00:00:00,brazil
2258,GO,1368788,2019-09-01 00:00:00,brazil
2259,MG,6000000,2019-06-01 00:00:00,brazil
2260,GO,205701391,2019-04-01 00:00:00,brazil
2261,SP,1946843,2019-06-01 00:00:00,brazil
2262,MA,64393031,2019-10-01 00:00:00,brazil
2263,ND,36000000,2019-04-01 00:00:00,brazil
2264,PR,79859888,2019-10-01 00:00:00,brazil
2265,PA,13986837,2019-08-01 00:00:00,brazil
2266,PA,1127094,2019-09-01 00:00:00,brazil
2267,PR,17718967,2019-09-01 00:00:00,brazil
2268,SC,300216,2019-05-01 00:00:00,brazil
2269,PA,30837363,2019-06-01 00:00:00,brazil
2270,ND,5000000,2019-04-01 00:00:00,brazil
2271,SP,2,2019-06-01 00:00:00,brazil
2272,SC,760768,2019-09-01 00:00:00,brazil
2273,MT,619460,2019-08-01 00:00:00,brazil
2274,PR,14023511,2019-01-01 00:00:00,brazil
2275,MS,12741428,2019-09-01 00:00:00,brazil
2276,GO,12646656,2019-09-01 00:00:00,brazil
2277,MA,13975709,2019-07-01 00:00:00,brazil
2278,SP,899735,2019-07-01 00:00:00,brazil
2279,RS,10,2019-12-01 00:00:00,brazil
2280,MT,34119610,2019-06-01 00:00:00,brazil
2281,GO,1126767,2019-09-01 00:00:00,brazil
2282,GO,22608185,2019-04-01 00:00:00,brazil
2283,RO,7120000,2019-06-01 00:00:00,brazil
2284,ND,37071000,2019-05-01 00:00:00,brazil
2285,PA,12146000,2019-07-01 00:00:00,brazil
2286,PA,18545216,2019-06-01 00:00:00,brazil
2287,PA,1374337,2019-03-01 00:00:00,brazil
2288,MA,10073773,2019-04-01 00:00:00,brazil
2289,PA,4319952,2019-05-01 00:00:00,brazil
2290,DF,760617,2019-11-01 00:00:00,brazil
2291,RS,8996086,2019-01-01 00:00:00,brazil
2292,MT,26385547,2019-10-01 00:00:00,brazil
2293,GO,15945910,2019-08-01 00:00:00,brazil
2294,MT,81269018,2019-08-01 00:00:00,brazil
2295,GO,98122582,2019-09-01 00:00:00,brazil
2296,RS,4235050,2019-05-01 00:00:00,brazil
2297,MT,68349433,2019-04-01 00:00:00,brazil
2298,PR,561584990,2019-12-01 00:00:00,brazil
2299,PR,212133246,2019-11-01 00:00:00,brazil
2300,MG,8226520,2019-08-01 00:00:00,brazil
2301,MT,111876663,2019-02-01 00:00:00,brazil
2302,MT,56610400,2019-02-01 00:00:00,brazil
2303,SP,295107,2019-05-01 00:00:00,brazil
2304,MS,26531919,2019-12-01 00:00:00,brazil
2305,MG,36222875,2019-10-01 00:00:00,brazil
2306,PR,22304479,2019-10-01 00:00:00,brazil
2307,PA,9929990,2019-08-01 00:00:00,brazil
2308,SP,472127316,2019-02-01 00:00:00,brazil
2309,MG,411032,2019-06-01 00:00:00,brazil
2310,MS,114340,2019-04-01 00:00:00,brazil
2311,MT,74578697,2019-03-01 00:00:00,brazil
2312,MT,4747380,2019-09-01 00:00:00,brazil
2313,SP,214900,2019-09-01 00:00:00,brazil
2314,GO,10289387,2019-09-01 00:00:00,brazil
2315,BA,5961055,2019-10-01 00:00:00,brazil
2316,MT,15500000,2019-06-01 00:00:00,brazil
2317,PI,243,2019-02-01 00:00:00,brazil
2318,MG,57825072,2019-11-01 00:00:00,brazil
2319,MT,2100000,2019-05-01 00:00:00,brazil
2320,ND,109875000,2019-05-01 00:00:00,brazil
2321,MA,5900000,2019-09-01 00:00:00,brazil
2322,SP,13650000,2019-03-01 00:00:00,brazil
2323,SP,14602729,2019-03-01 00:00:00,brazil
2324,MA,2412663,2019-09-01 00:00:00,brazil
2325,MG,36685,2019-10-01 00:00:00,brazil
2326,PI,360766,2019-11-01 00:00:00,brazil
2327,PR,13100000,2019-10-01 00:00:00,brazil
2328,SP,6011367,2019-08-01 00:00:00,brazil
2329,MT,894711389,2019-06-01 00:00:00,brazil
2330,MT,154580603,2019-03-01 00:00:00,brazil
2331,MT,170546344,2019-03-01 00:00:00,brazil
2332,GO,2000000,2019-04-01 00:00:00,brazil
2333,BA,32760957,2019-10-01 00:00:00,brazil
2334,MG,18519692,2019-08-01 00:00:00,brazil
2335,SP,14008646,2019-12-01 00:00:00,brazil
2336,MT,58833340,2019-03-01 00:00:00,brazil
2337,MT,9618403,2019-05-01 00:00:00,brazil
2338,PR,11600000,2019-07-01 00:00:00,brazil
2339,RO,4128151,2019-05-01 00:00:00,brazil
2340,RO,7996220,2019-04-01 00:00:00,brazil
2341,MG,33281968,2019-10-01 00:00:00,brazil
2342,MS,4339463,2019-09-01 00:00:00,brazil
2343,MS,28873050,2019-04-01 00:00:00,brazil
2344,RO,28468975,2019-08-01 00:00:00,brazil
2345,MG,5697848,2019-07-01 00:00:00,brazil
2346,PR,2800000,2019-07-01 00:00:00,brazil
2347,PR,20850000,2019-05-01 00:00:00,brazil
2348,SP,958727,2019-11-01 00:00:00,brazil
2349,PR,3024000,2019-05-01 00:00:00,brazil
2350,SC,3084984,2019-01-01 00:00:00,brazil
2351,PR,180450,2019-01-01 00:00:00,brazil
2352,PR,1471683,2019-01-01 00:00:00,brazil
2353,SC,286913,2019-11-01 00:00:00,brazil
2354,SC,2986108,2019-01-01 00:00:00,brazil
2355,MA,6500000,2019-10-01 00:00:00,brazil
2356,SP,1716930,2019-10-01 00:00:00,brazil
2357,PR,693800,2019-06-01 00:00:00,brazil
2358,TO,411460,2019-06-01 00:00:00,brazil
2359,MS,5400,2019-08-01 00:00:00,brazil
2360,DF,520000,2019-03-01 00:00:00,brazil
2361,MG,11135438,2019-12-01 00:00:00,brazil
2362,BA,120366045,2019-06-01 00:00:00,brazil
2363,MS,2500000,2019-03-01 00:00:00,brazil
2364,ND,10000000,2019-05-01 00:00:00,brazil
2365,MT,240522614,2019-02-01 00:00:00,brazil
2366,MT,106251383,2019-05-01 00:00:00,brazil
