,state,kg,date,region
5989,MS,70000,2016-05-01 00:00:00,brazil
5990,GO,4376840,2016-02-01 00:00:00,brazil
5991,PA,10080000,2016-07-01 00:00:00,brazil
5992,MT,6755000,2016-03-01 00:00:00,brazil
5993,MT,31434935,2016-08-01 00:00:00,brazil
5994,GO,2628710,2016-03-01 00:00:00,brazil
5995,PA,33822376,2016-08-01 00:00:00,brazil
5996,RS,36754675,2016-03-01 00:00:00,brazil
5997,SP,25062122,2016-03-01 00:00:00,brazil
5998,GO,3372900,2016-08-01 00:00:00,brazil
5999,PA,38434907,2016-08-01 00:00:00,brazil
6000,PR,60000,2016-06-01 00:00:00,brazil
6001,PR,500,2016-03-01 00:00:00,brazil
6002,MS,100000,2016-06-01 00:00:00,brazil
6003,MT,152883350,2016-06-01 00:00:00,brazil
6004,MT,78662478,2016-06-01 00:00:00,brazil
6005,MT,74245106,2016-03-01 00:00:00,brazil
6006,MT,72071630,2016-04-01 00:00:00,brazil
6007,MT,26111437,2016-09-01 00:00:00,brazil
6008,MS,95661600,2016-06-01 00:00:00,brazil
6009,GO,282098455,2016-04-01 00:00:00,brazil
6010,SP,58610135,2016-06-01 00:00:00,brazil
6011,MT,6068000,2016-03-01 00:00:00,brazil
6012,SP,7996027,2016-04-01 00:00:00,brazil
6013,MT,14945267,2016-03-01 00:00:00,brazil
6014,MT,13092251,2016-09-01 00:00:00,brazil
6015,GO,551359391,2016-03-01 00:00:00,brazil
6016,TO,3300000,2016-06-01 00:00:00,brazil
6017,MT,313500,2016-01-01 00:00:00,brazil
6018,RO,11000001,2016-03-01 00:00:00,brazil
6019,SC,51,2016-12-01 00:00:00,brazil
6020,TO,5000000,2016-07-01 00:00:00,brazil
6021,PR,27092,2016-04-01 00:00:00,brazil
6022,SC,166943166,2016-06-01 00:00:00,brazil
6023,TO,28092129,2016-06-01 00:00:00,brazil
6024,ND,500000,2016-04-01 00:00:00,brazil
6025,GO,33812798,2016-07-01 00:00:00,brazil
6026,GO,22881449,2016-07-01 00:00:00,brazil
6027,MG,52315359,2016-07-01 00:00:00,brazil
6028,PA,400000,2016-04-01 00:00:00,brazil
6029,RO,830000,2016-07-01 00:00:00,brazil
6030,MT,30500000,2016-02-01 00:00:00,brazil
6031,SC,91699973,2016-02-01 00:00:00,brazil
6032,SC,23062259,2016-07-01 00:00:00,brazil
6033,MT,32572256,2016-10-01 00:00:00,brazil
6034,RS,106724542,2016-02-01 00:00:00,brazil
6035,SP,4285616,2016-07-01 00:00:00,brazil
6036,MA,13013547,2016-07-01 00:00:00,brazil
6037,MT,41511945,2016-05-01 00:00:00,brazil
6038,RS,826189,2016-07-01 00:00:00,brazil
6039,TO,3374000,2016-10-01 00:00:00,brazil
6040,MT,62900389,2016-05-01 00:00:00,brazil
6041,MT,25476199,2016-05-01 00:00:00,brazil
6042,SP,10763333,2016-05-01 00:00:00,brazil
6043,SC,10970000,2016-04-01 00:00:00,brazil
6044,BA,116453699,2016-05-01 00:00:00,brazil
6045,PR,96000,2016-10-01 00:00:00,brazil
6046,MG,2000,2016-12-01 00:00:00,brazil
6047,MT,75402175,2016-02-01 00:00:00,brazil
6048,MS,3356317,2016-05-01 00:00:00,brazil
6049,RO,45000,2016-08-01 00:00:00,brazil
6050,RS,240011395,2016-08-01 00:00:00,brazil
6051,SP,1198369,2016-08-01 00:00:00,brazil
6052,PA,1038000,2016-08-01 00:00:00,brazil
6053,RO,15000000,2016-05-01 00:00:00,brazil
6054,SP,24060214,2016-03-01 00:00:00,brazil
6055,MS,338100,2016-08-01 00:00:00,brazil
6056,MS,433130,2016-03-01 00:00:00,brazil
6057,MS,3238858,2016-05-01 00:00:00,brazil
6058,MS,537640,2016-06-01 00:00:00,brazil
6059,PR,757805806,2016-03-01 00:00:00,brazil
6060,MT,35238485,2016-03-01 00:00:00,brazil
6061,MT,1008000,2016-03-01 00:00:00,brazil
6062,PA,300000,2016-06-01 00:00:00,brazil
6063,GO,3469303,2016-09-01 00:00:00,brazil
6064,GO,1771870,2016-09-01 00:00:00,brazil
6065,TO,56412346,2016-06-01 00:00:00,brazil
6066,BA,79028352,2016-04-01 00:00:00,brazil
6067,MA,1500000,2016-04-01 00:00:00,brazil
6068,PA,2500000,2016-04-01 00:00:00,brazil
6069,MT,71048322,2016-07-01 00:00:00,brazil
6070,PI,1122188,2016-06-01 00:00:00,brazil
6071,MG,10611580,2016-07-01 00:00:00,brazil
6072,PA,392375,2016-07-01 00:00:00,brazil
6073,MT,5462820,2016-07-01 00:00:00,brazil
6074,SP,1458650,2016-06-01 00:00:00,brazil
6075,AP,25121480,2016-09-01 00:00:00,brazil
6076,SP,3,2016-12-01 00:00:00,brazil
6077,MT,86761771,2016-02-01 00:00:00,brazil
6078,MG,3183797,2016-07-01 00:00:00,brazil
6079,GO,18480219,2016-10-01 00:00:00,brazil
6080,SP,27860655,2016-04-01 00:00:00,brazil
6081,PA,58310072,2016-07-01 00:00:00,brazil
6082,GO,1247360,2016-04-01 00:00:00,brazil
6083,MT,4119960,2016-02-01 00:00:00,brazil
6084,MA,26239105,2016-08-01 00:00:00,brazil
6085,GO,1013800,2016-02-01 00:00:00,brazil
6086,SC,80385179,2016-08-01 00:00:00,brazil
6087,GO,36051611,2016-03-01 00:00:00,brazil
6088,RO,7872855,2016-05-01 00:00:00,brazil
6089,SP,17012070,2016-08-01 00:00:00,brazil
6090,GO,8687754,2016-08-01 00:00:00,brazil
6091,MT,63370967,2016-03-01 00:00:00,brazil
6092,MA,13413137,2016-05-01 00:00:00,brazil
6093,TO,430000,2016-05-01 00:00:00,brazil
6094,MT,4000000,2016-08-01 00:00:00,brazil
6095,TO,2000000,2016-05-01 00:00:00,brazil
6096,RO,22282510,2016-05-01 00:00:00,brazil
6097,SP,842702,2016-06-01 00:00:00,brazil
6098,MT,17250000,2016-03-01 00:00:00,brazil
6099,PI,2783144,2016-08-01 00:00:00,brazil
6100,SP,7432792,2016-06-01 00:00:00,brazil
6101,MS,60140,2016-06-01 00:00:00,brazil
6102,MA,36529594,2016-08-01 00:00:00,brazil
6103,PR,3590318,2016-08-01 00:00:00,brazil
6104,MT,33562887,2016-03-01 00:00:00,brazil
6105,RO,19500000,2016-04-01 00:00:00,brazil
6106,PR,26086734,2016-03-01 00:00:00,brazil
6107,SC,17463521,2016-06-01 00:00:00,brazil
6108,BA,62580270,2016-06-01 00:00:00,brazil
6109,PR,7791420,2016-06-01 00:00:00,brazil
6110,PR,27595576,2016-04-01 00:00:00,brazil
6111,BA,25000,2016-04-01 00:00:00,brazil
6112,MS,51046893,2016-07-01 00:00:00,brazil
6113,RS,89783860,2016-07-01 00:00:00,brazil
6114,MA,19424579,2016-07-01 00:00:00,brazil
6115,DF,3702939,2016-04-01 00:00:00,brazil
6116,SP,694989,2016-10-01 00:00:00,brazil
6117,RR,55000,2016-09-01 00:00:00,brazil
6118,MT,34615780,2016-05-01 00:00:00,brazil
6119,SC,27075000,2016-12-01 00:00:00,brazil
6120,MS,690818,2016-07-01 00:00:00,brazil
6121,BA,7286091,2016-10-01 00:00:00,brazil
6122,MA,22993408,2016-05-01 00:00:00,brazil
6123,MS,47743,2016-05-01 00:00:00,brazil
6124,MS,167940,2016-07-01 00:00:00,brazil
6125,GO,18024993,2016-08-01 00:00:00,brazil
6126,MS,14436220,2016-03-01 00:00:00,brazil
6127,PA,3000000,2016-03-01 00:00:00,brazil
6128,TO,4000000,2016-03-01 00:00:00,brazil
6129,RS,60000000,2016-06-01 00:00:00,brazil
6130,MS,25783038,2016-09-01 00:00:00,brazil
6131,RS,192826400,2016-04-01 00:00:00,brazil
6132,MT,1434302,2016-07-01 00:00:00,brazil
6133,MT,26969710,2016-07-01 00:00:00,brazil
6134,MT,4149070,2016-07-01 00:00:00,brazil
6135,MT,69280849,2016-05-01 00:00:00,brazil
6136,MS,25000000,2016-02-01 00:00:00,brazil
6137,PR,10000000,2016-02-01 00:00:00,brazil
6138,RS,1029123388,2016-08-01 00:00:00,brazil
6139,MG,13381046,2016-08-01 00:00:00,brazil
6140,PA,12914062,2016-08-01 00:00:00,brazil
6141,MA,2200000,2016-05-01 00:00:00,brazil
6142,MG,5278186,2016-08-01 00:00:00,brazil
6143,GO,2683845,2016-05-01 00:00:00,brazil
6144,SP,2269600,2016-05-01 00:00:00,brazil
6145,SP,9530274,2016-06-01 00:00:00,brazil
6146,BA,10000,2016-06-01 00:00:00,brazil
6147,RS,198670,2016-06-01 00:00:00,brazil
6148,MG,439733,2016-06-01 00:00:00,brazil
6149,GO,9425490,2016-04-01 00:00:00,brazil
6150,GO,743743,2016-04-01 00:00:00,brazil
6151,PR,140000,2016-04-01 00:00:00,brazil
6152,MT,6870496,2016-02-01 00:00:00,brazil
6153,TO,31327694,2016-07-01 00:00:00,brazil
6154,MS,33508441,2016-02-01 00:00:00,brazil
6155,SP,2000000,2016-07-01 00:00:00,brazil
6156,GO,3750000,2016-05-01 00:00:00,brazil
6157,MS,137095,2016-07-01 00:00:00,brazil
6158,MT,13233075,2016-08-01 00:00:00,brazil
6159,RS,125046,2016-08-01 00:00:00,brazil
6160,MS,1400000,2016-03-01 00:00:00,brazil
6161,PA,900000,2016-03-01 00:00:00,brazil
6162,SP,511960,2016-03-01 00:00:00,brazil
6163,SC,8000000,2016-03-01 00:00:00,brazil
6164,MT,4470000,2016-08-01 00:00:00,brazil
6165,MS,7438625,2016-09-01 00:00:00,brazil
6166,MT,57837063,2016-04-01 00:00:00,brazil
6167,PR,4075920,2016-03-01 00:00:00,brazil
6168,MT,141905434,2016-03-01 00:00:00,brazil
6169,SP,2927942,2016-09-01 00:00:00,brazil
6170,PR,19526443,2016-09-01 00:00:00,brazil
6171,SC,56092000,2016-01-01 00:00:00,brazil
6172,MT,55628797,2016-06-01 00:00:00,brazil
6173,SP,27962546,2016-06-01 00:00:00,brazil
6174,BA,3103120,2016-09-01 00:00:00,brazil
6175,PR,200000,2016-06-01 00:00:00,brazil
6176,MT,26693710,2016-06-01 00:00:00,brazil
6177,MS,6296909,2016-04-01 00:00:00,brazil
6178,TO,500000,2016-04-01 00:00:00,brazil
6179,MT,196755708,2016-02-01 00:00:00,brazil
6180,MT,80866248,2016-07-01 00:00:00,brazil
6181,MS,380000,2016-09-01 00:00:00,brazil
6182,RS,38949767,2016-07-01 00:00:00,brazil
6183,PR,89843205,2016-02-01 00:00:00,brazil
6184,MT,7800000,2016-05-01 00:00:00,brazil
6185,MT,48707207,2016-08-01 00:00:00,brazil
6186,PR,32253540,2016-08-01 00:00:00,brazil
6187,MG,87895732,2016-03-01 00:00:00,brazil
6188,RS,266568,2016-06-01 00:00:00,brazil
6189,PA,2329505,2016-03-01 00:00:00,brazil
6190,MG,4000000,2016-06-01 00:00:00,brazil
6191,DF,1088000,2016-09-01 00:00:00,brazil
6192,GO,10318224,2016-06-01 00:00:00,brazil
6193,BA,186246201,2016-04-01 00:00:00,brazil
6194,MT,1410078781,2016-04-01 00:00:00,brazil
6195,RO,15141430,2016-04-01 00:00:00,brazil
6196,MT,118262843,2016-04-01 00:00:00,brazil
6197,SP,3613430,2016-09-01 00:00:00,brazil
6198,SP,17487490,2016-03-01 00:00:00,brazil
6199,MG,12898078,2016-06-01 00:00:00,brazil
6200,MT,20566220,2016-04-01 00:00:00,brazil
6201,GO,14476508,2016-04-01 00:00:00,brazil
6202,PA,16726964,2016-09-01 00:00:00,brazil
6203,RO,14719705,2016-04-01 00:00:00,brazil
6204,PR,15285381,2016-07-01 00:00:00,brazil
6205,PR,115200,2016-09-01 00:00:00,brazil
6206,MT,30500000,2016-05-01 00:00:00,brazil
6207,SP,3310800,2016-07-01 00:00:00,brazil
6208,GO,829120,2016-07-01 00:00:00,brazil
6209,MT,14450000,2016-05-01 00:00:00,brazil
6210,MT,32261634,2016-08-01 00:00:00,brazil
6211,GO,15704975,2016-05-01 00:00:00,brazil
6212,BA,51383872,2016-05-01 00:00:00,brazil
6213,SP,36000000,2016-05-01 00:00:00,brazil
6214,PA,3959035,2016-08-01 00:00:00,brazil
6215,RO,5000000,2016-03-01 00:00:00,brazil
6216,SP,2401390,2016-06-01 00:00:00,brazil
6217,GO,11000000,2016-08-01 00:00:00,brazil
6218,MT,1668996952,2016-03-01 00:00:00,brazil
6219,MT,17704110,2016-06-01 00:00:00,brazil
6220,RS,202478270,2016-11-01 00:00:00,brazil
6221,MS,9562070,2016-04-01 00:00:00,brazil
6222,MG,8370350,2016-04-01 00:00:00,brazil
6223,PR,53000,2016-03-01 00:00:00,brazil
6224,DF,2866508,2016-06-01 00:00:00,brazil
6225,MT,36900000,2016-06-01 00:00:00,brazil
6226,SP,993740,2016-04-01 00:00:00,brazil
6227,SP,1078250,2016-06-01 00:00:00,brazil
6228,BA,70405782,2016-12-01 00:00:00,brazil
6229,MT,47487830,2016-06-01 00:00:00,brazil
6230,MG,8326563,2016-07-01 00:00:00,brazil
6231,BA,63056704,2016-10-01 00:00:00,brazil
6232,AM,2973115,2016-12-01 00:00:00,brazil
6233,GO,8221212,2016-05-01 00:00:00,brazil
6234,GO,10734395,2016-05-01 00:00:00,brazil
6235,SP,1000000,2016-05-01 00:00:00,brazil
6236,MG,1167044,2016-08-01 00:00:00,brazil
6237,MT,87474977,2016-08-01 00:00:00,brazil
6238,MT,458410,2016-10-01 00:00:00,brazil
6239,BA,47521,2016-08-01 00:00:00,brazil
6240,TO,9300000,2016-03-01 00:00:00,brazil
6241,DF,3300000,2016-03-01 00:00:00,brazil
6242,ND,4042320,2016-06-01 00:00:00,brazil
6243,GO,110000,2016-08-01 00:00:00,brazil
6244,MG,21815742,2016-06-01 00:00:00,brazil
6245,MT,34998080,2016-03-01 00:00:00,brazil
6246,DF,408698,2016-06-01 00:00:00,brazil
6247,GO,35083817,2016-06-01 00:00:00,brazil
6248,BA,71505806,2016-03-01 00:00:00,brazil
6249,MT,25340970,2016-04-01 00:00:00,brazil
6250,RS,264128270,2016-12-01 00:00:00,brazil
6251,MT,136100,2016-06-01 00:00:00,brazil
6252,SC,1865000,2016-12-01 00:00:00,brazil
6253,MT,39993870,2016-06-01 00:00:00,brazil
6254,MS,14896765,2016-02-01 00:00:00,brazil
6255,GO,920010,2016-04-01 00:00:00,brazil
6256,MT,52654455,2016-02-01 00:00:00,brazil
6257,PA,1782670,2016-05-01 00:00:00,brazil
6258,MT,117491606,2016-05-01 00:00:00,brazil
6259,MG,840000,2016-07-01 00:00:00,brazil
6260,SP,2297029,2016-05-01 00:00:00,brazil
6261,MS,5991995,2016-10-01 00:00:00,brazil
6262,MG,1600845,2016-03-01 00:00:00,brazil
6263,PA,1000000,2016-03-01 00:00:00,brazil
6264,BA,5000000,2016-03-01 00:00:00,brazil
6265,MG,2000000,2016-03-01 00:00:00,brazil
6266,PA,16000000,2016-06-01 00:00:00,brazil
6267,MT,2455760,2016-03-01 00:00:00,brazil
6268,MG,84389782,2016-07-01 00:00:00,brazil
6269,BA,1721601,2016-07-01 00:00:00,brazil
6270,SC,205050,2016-09-01 00:00:00,brazil
6271,GO,6000000,2016-02-01 00:00:00,brazil
6272,MA,25145000,2016-08-01 00:00:00,brazil
6273,SP,1976397,2016-03-01 00:00:00,brazil
6274,SC,36868,2016-03-01 00:00:00,brazil
6275,RS,62230000,2016-05-01 00:00:00,brazil
6276,PA,39176055,2016-06-01 00:00:00,brazil
6277,MG,100,2016-11-01 00:00:00,brazil
6278,MS,54060034,2016-06-01 00:00:00,brazil
6279,MG,168528489,2016-06-01 00:00:00,brazil
6280,GO,141002547,2016-06-01 00:00:00,brazil
6281,PR,127123280,2016-03-01 00:00:00,brazil
6282,MS,1333579,2016-03-01 00:00:00,brazil
6283,MA,147264055,2016-04-01 00:00:00,brazil
6284,MT,23950245,2016-06-01 00:00:00,brazil
6285,MA,6200000,2016-04-01 00:00:00,brazil
6286,DF,5453749,2016-07-01 00:00:00,brazil
6287,GO,10227538,2016-07-01 00:00:00,brazil
6288,MT,47772610,2016-02-01 00:00:00,brazil
6289,PR,1500000,2016-07-01 00:00:00,brazil
6290,PR,47694571,2016-07-01 00:00:00,brazil
6291,PA,3472925,2016-02-01 00:00:00,brazil
6292,PA,25400000,2016-07-01 00:00:00,brazil
6293,PR,57123408,2016-12-01 00:00:00,brazil
6294,PA,2258232,2016-12-01 00:00:00,brazil
6295,MG,27380000,2016-05-01 00:00:00,brazil
6296,AM,29714231,2016-02-01 00:00:00,brazil
6297,SC,26947061,2016-08-01 00:00:00,brazil
6298,MT,245386,2016-05-01 00:00:00,brazil
6299,PR,10000000,2016-03-01 00:00:00,brazil
6300,MA,1611000,2016-05-01 00:00:00,brazil
6301,MT,59914522,2016-05-01 00:00:00,brazil
6302,SC,2699884,2016-08-01 00:00:00,brazil
6303,PR,4415390,2016-06-01 00:00:00,brazil
6304,MT,12566000,2016-04-01 00:00:00,brazil
6305,MT,34174042,2016-03-01 00:00:00,brazil
6306,MT,209089613,2016-04-01 00:00:00,brazil
6307,MT,86450675,2016-06-01 00:00:00,brazil
6308,GO,935480,2016-03-01 00:00:00,brazil
6309,PR,1075156716,2016-04-01 00:00:00,brazil
6310,RO,20992763,2016-04-01 00:00:00,brazil
6311,GO,4484280,2016-06-01 00:00:00,brazil
6312,MA,5063695,2016-06-01 00:00:00,brazil
6313,PR,43411,2016-06-01 00:00:00,brazil
6314,MS,673610,2016-06-01 00:00:00,brazil
6315,RO,10330000,2016-07-01 00:00:00,brazil
6316,MG,22275963,2016-07-01 00:00:00,brazil
6317,MT,5294301,2016-10-01 00:00:00,brazil
6318,MS,4020820,2016-05-01 00:00:00,brazil
6319,MT,6336253,2016-08-01 00:00:00,brazil
6320,MG,19832932,2016-03-01 00:00:00,brazil
6321,PI,2011420,2016-06-01 00:00:00,brazil
6322,RO,20748017,2016-03-01 00:00:00,brazil
6323,PR,229133699,2016-06-01 00:00:00,brazil
6324,MG,134449471,2016-06-01 00:00:00,brazil
6325,MT,32537500,2016-03-01 00:00:00,brazil
6326,MT,56017480,2016-03-01 00:00:00,brazil
6327,MT,6975000,2016-06-01 00:00:00,brazil
6328,MT,540475,2016-06-01 00:00:00,brazil
6329,TO,177328025,2016-04-01 00:00:00,brazil
6330,SP,56649943,2016-03-01 00:00:00,brazil
6331,MS,1545242,2016-07-01 00:00:00,brazil
6332,MT,77654341,2016-07-01 00:00:00,brazil
6333,MA,16414532,2016-07-01 00:00:00,brazil
6334,PR,55278149,2016-07-01 00:00:00,brazil
6335,SC,32808299,2016-07-01 00:00:00,brazil
6336,BA,27361948,2016-05-01 00:00:00,brazil
6337,GO,133407139,2016-05-01 00:00:00,brazil
6338,PI,62194052,2016-05-01 00:00:00,brazil
6339,TO,50419434,2016-05-01 00:00:00,brazil
6340,PI,3895325,2016-05-01 00:00:00,brazil
6341,MT,17548371,2016-08-01 00:00:00,brazil
6342,MS,33548289,2016-08-01 00:00:00,brazil
6343,PR,220000,2016-05-01 00:00:00,brazil
6344,MT,3032300,2016-03-01 00:00:00,brazil
6345,PR,29277029,2016-05-01 00:00:00,brazil
6346,TO,16505956,2016-08-01 00:00:00,brazil
6347,GO,3195405,2016-08-01 00:00:00,brazil
6348,MS,40000,2016-08-01 00:00:00,brazil
6349,RS,1100000,2016-06-01 00:00:00,brazil
6350,MT,87562569,2016-03-01 00:00:00,brazil
6351,MT,111041038,2016-06-01 00:00:00,brazil
6352,MT,98813102,2016-03-01 00:00:00,brazil
6353,RS,18054613,2016-09-01 00:00:00,brazil
6354,GO,31292313,2016-06-01 00:00:00,brazil
6355,MT,1535528,2016-04-01 00:00:00,brazil
6356,MT,77249792,2016-04-01 00:00:00,brazil
6357,MT,38080,2016-06-01 00:00:00,brazil
6358,TO,2300000,2016-04-01 00:00:00,brazil
6359,GO,41645482,2016-04-01 00:00:00,brazil
6360,MT,17608772,2016-06-01 00:00:00,brazil
6361,MT,30810720,2016-07-01 00:00:00,brazil
6362,MT,86963983,2016-02-01 00:00:00,brazil
6363,GO,2689210,2016-07-01 00:00:00,brazil
6364,MA,2958592,2016-07-01 00:00:00,brazil
6365,ND,914610,2016-07-01 00:00:00,brazil
6366,MT,1225450015,2016-05-01 00:00:00,brazil
6367,MA,12502553,2016-05-01 00:00:00,brazil
6368,BA,1490784,2016-05-01 00:00:00,brazil
6369,PR,6850708,2016-05-01 00:00:00,brazil
6370,RR,154200,2016-02-01 00:00:00,brazil
6371,PR,198863124,2016-08-01 00:00:00,brazil
6372,MT,22306555,2016-05-01 00:00:00,brazil
6373,TO,6600000,2016-05-01 00:00:00,brazil
6374,PA,15591100,2016-08-01 00:00:00,brazil
6375,GO,9805548,2016-03-01 00:00:00,brazil
6376,PR,5110980,2016-03-01 00:00:00,brazil
6377,MG,4316020,2016-05-01 00:00:00,brazil
6378,TO,63000,2016-08-01 00:00:00,brazil
6379,PR,51669775,2016-09-01 00:00:00,brazil
6380,GO,37402485,2016-06-01 00:00:00,brazil
6381,MS,13519626,2016-06-01 00:00:00,brazil
6382,SP,26804636,2016-06-01 00:00:00,brazil
6383,RS,18357729,2016-06-01 00:00:00,brazil
6384,MT,54939102,2016-09-01 00:00:00,brazil
6385,MG,3978900,2016-06-01 00:00:00,brazil
6386,MG,160656667,2016-04-01 00:00:00,brazil
6387,SC,173448,2016-03-01 00:00:00,brazil
6388,PR,208140,2016-11-01 00:00:00,brazil
6389,PI,174885,2016-09-01 00:00:00,brazil
6390,RS,1461243,2016-09-01 00:00:00,brazil
6391,PA,46177268,2016-07-01 00:00:00,brazil
6392,SC,102319012,2016-07-01 00:00:00,brazil
6393,MT,1133881,2016-07-01 00:00:00,brazil
6394,RO,16150000,2016-05-01 00:00:00,brazil
6395,GO,2300000,2016-05-01 00:00:00,brazil
6396,RO,21075385,2016-05-01 00:00:00,brazil
6397,MG,7600000,2016-03-01 00:00:00,brazil
6398,PR,6000000,2016-05-01 00:00:00,brazil
6399,MT,35607875,2016-06-01 00:00:00,brazil
6400,ND,1132220,2016-06-01 00:00:00,brazil
6401,GO,120000,2016-06-01 00:00:00,brazil
6402,MT,50026520,2016-03-01 00:00:00,brazil
6403,SC,151137864,2016-04-01 00:00:00,brazil
6404,MS,8398638,2016-04-01 00:00:00,brazil
6405,MT,69542014,2016-04-01 00:00:00,brazil
6406,MT,20187,2016-04-01 00:00:00,brazil
6407,MT,42280000,2016-04-01 00:00:00,brazil
6408,GO,8346574,2016-04-01 00:00:00,brazil
6409,MA,8009560,2016-07-01 00:00:00,brazil
6410,MG,249644831,2016-05-01 00:00:00,brazil
6411,PR,200000,2016-05-01 00:00:00,brazil
6412,PA,41334547,2016-07-01 00:00:00,brazil
6413,MS,100000,2016-05-01 00:00:00,brazil
6414,MT,50787074,2016-03-01 00:00:00,brazil
6415,PI,221918,2016-08-01 00:00:00,brazil
6416,GO,28501720,2016-05-01 00:00:00,brazil
6417,BA,32811726,2016-05-01 00:00:00,brazil
6418,SP,518238810,2016-04-01 00:00:00,brazil
6419,RO,39606820,2016-04-01 00:00:00,brazil
6420,SP,141040,2016-04-01 00:00:00,brazil
6421,TO,15012000,2016-04-01 00:00:00,brazil
6422,MS,4094508,2016-09-01 00:00:00,brazil
6423,SC,80286527,2016-04-01 00:00:00,brazil
6424,MT,65997000,2016-07-01 00:00:00,brazil
6425,MT,30340519,2016-07-01 00:00:00,brazil
6426,MG,2380970,2016-07-01 00:00:00,brazil
6427,MT,29640420,2016-02-01 00:00:00,brazil
6428,MS,135541036,2016-05-01 00:00:00,brazil
6429,RO,18323110,2016-05-01 00:00:00,brazil
6430,GO,96347111,2016-08-01 00:00:00,brazil
6431,DF,2200000,2016-05-01 00:00:00,brazil
6432,PR,36495309,2016-08-01 00:00:00,brazil
6433,PR,37363,2016-05-01 00:00:00,brazil
6434,PA,6400000,2016-05-01 00:00:00,brazil
6435,MA,11226436,2016-08-01 00:00:00,brazil
6436,RS,28768494,2016-06-01 00:00:00,brazil
6437,RO,5900000,2016-06-01 00:00:00,brazil
6438,MT,76336634,2016-06-01 00:00:00,brazil
6439,PR,19595346,2016-06-01 00:00:00,brazil
6440,TO,63904785,2016-04-01 00:00:00,brazil
6441,SP,6187928,2016-03-01 00:00:00,brazil
6442,MS,31125570,2016-01-01 00:00:00,brazil
6443,MS,10174423,2016-07-01 00:00:00,brazil
6444,PR,378835633,2016-02-01 00:00:00,brazil
6445,SP,719723,2016-09-01 00:00:00,brazil
6446,MT,3700000,2016-12-01 00:00:00,brazil
6447,PA,8254775,2016-07-01 00:00:00,brazil
6448,MG,131738887,2016-05-01 00:00:00,brazil
6449,TO,540000,2016-05-01 00:00:00,brazil
6450,TO,13084860,2016-05-01 00:00:00,brazil
6451,SP,5292409,2016-05-01 00:00:00,brazil
6452,MT,15045733,2016-08-01 00:00:00,brazil
6453,MT,27211079,2016-08-01 00:00:00,brazil
6454,MA,56994760,2016-08-01 00:00:00,brazil
6455,RO,11094154,2016-03-01 00:00:00,brazil
6456,MT,31711288,2016-05-01 00:00:00,brazil
6457,ND,1078640,2016-05-01 00:00:00,brazil
6458,TO,188220,2016-08-01 00:00:00,brazil
6459,PR,58908372,2016-03-01 00:00:00,brazil
6460,PI,1022364,2016-03-01 00:00:00,brazil
6461,SP,2599490,2016-06-01 00:00:00,brazil
6462,MT,52684610,2015-07-01 00:00:00,brazil
6463,MT,1962254,2015-12-01 00:00:00,brazil
6464,RO,28549060,2015-04-01 00:00:00,brazil
6465,SC,20747722,2015-10-01 00:00:00,brazil
6466,PR,34000,2015-02-01 00:00:00,brazil
6467,MA,7369480,2015-05-01 00:00:00,brazil
6468,TO,45615013,2015-05-01 00:00:00,brazil
6469,MS,60117460,2015-08-01 00:00:00,brazil
6470,PA,34074000,2015-05-01 00:00:00,brazil
6471,BA,36977224,2015-11-01 00:00:00,brazil
6472,MT,63049260,2015-03-01 00:00:00,brazil
6473,MG,98701997,2015-06-01 00:00:00,brazil
6474,BA,8696849,2015-11-01 00:00:00,brazil
6475,SP,1363282,2015-06-01 00:00:00,brazil
6476,MS,8630000,2015-11-01 00:00:00,brazil
6477,RS,66076000,2015-06-01 00:00:00,brazil
6478,MS,565811,2015-03-01 00:00:00,brazil
6479,MT,15185320,2015-06-01 00:00:00,brazil
6480,GO,2600000,2015-03-01 00:00:00,brazil
6481,MG,30374355,2015-03-01 00:00:00,brazil
6482,MA,1550000,2015-06-01 00:00:00,brazil
6483,SP,1362900,2015-09-01 00:00:00,brazil
6484,GO,16130790,2015-06-01 00:00:00,brazil
6485,MG,380000,2015-09-01 00:00:00,brazil
6486,MT,3151090,2015-04-01 00:00:00,brazil
6487,PR,1375190,2015-09-01 00:00:00,brazil
6488,SP,6598146,2015-09-01 00:00:00,brazil
6489,SP,2950710,2015-04-01 00:00:00,brazil
6490,AP,5000000,2015-09-01 00:00:00,brazil
6491,MA,4900000,2015-04-01 00:00:00,brazil
6492,RS,779198934,2015-10-01 00:00:00,brazil
6493,MT,17405988,2015-05-01 00:00:00,brazil
6494,MT,115206109,2015-05-01 00:00:00,brazil
6495,TO,31386510,2015-08-01 00:00:00,brazil
6496,MA,280000,2015-08-01 00:00:00,brazil
6497,TO,766194,2015-11-01 00:00:00,brazil
6498,MA,1460174,2015-05-01 00:00:00,brazil
6499,MT,5283598,2015-11-01 00:00:00,brazil
6500,PR,29947686,2015-08-01 00:00:00,brazil
6501,MT,7431450,2015-03-01 00:00:00,brazil
6502,MT,30960405,2015-03-01 00:00:00,brazil
6503,RO,9000000,2015-06-01 00:00:00,brazil
6504,MT,44664253,2015-06-01 00:00:00,brazil
6505,MS,44427784,2015-09-01 00:00:00,brazil
6506,MT,12602931,2015-09-01 00:00:00,brazil
6507,MA,150000,2015-06-01 00:00:00,brazil
6508,MT,34288816,2015-04-01 00:00:00,brazil
6509,ES,400000,2015-04-01 00:00:00,brazil
