,date,real,usd,region
0,1997-07-29 00:00:00,"18,04","16,66",brazil
1,1997-07-30 00:00:00,"17,97","16,59",brazil
2,1997-07-31 00:00:00,"18,17","16,78",brazil
3,1997-08-01 00:00:00,"18,1","16,71",brazil
4,1997-08-04 00:00:00,"18,23","16,83",brazil
5,1997-08-05 00:00:00,"18,16","16,75",brazil
6,1997-08-06 00:00:00,"18,15","16,74",brazil
7,1997-08-07 00:00:00,"18,07","16,67",brazil
8,1997-08-08 00:00:00,"18,05","16,62",brazil
9,1997-08-11 00:00:00,"17,85","16,44",brazil
10,1997-08-12 00:00:00,"17,99","16,57",brazil
11,1997-08-13 00:00:00,18,"16,57",brazil
12,1997-08-14 00:00:00,"18,07","16,64",brazil
13,1997-08-15 00:00:00,"18,15","16,7",brazil
14,1997-08-18 00:00:00,"18,17","16,69",brazil
15,1997-08-19 00:00:00,"18,25","16,75",brazil
16,1997-08-20 00:00:00,"18,24","16,76",brazil
17,1997-08-22 00:00:00,"18,35","16,82",brazil
18,1997-08-25 00:00:00,"18,48","16,93",brazil
19,1997-08-26 00:00:00,"18,53","16,96",brazil
20,1997-08-27 00:00:00,"18,64","17,07",brazil
21,1997-08-28 00:00:00,"18,77","17,19",brazil
22,1997-08-29 00:00:00,"18,99","17,39",brazil
23,1997-09-01 00:00:00,"19,09","17,49",brazil
24,1997-09-02 00:00:00,"19,21","17,59",brazil
25,1997-09-03 00:00:00,"19,29","17,66",brazil
26,1997-09-04 00:00:00,"19,32","17,69",brazil
27,1997-09-05 00:00:00,"19,37","17,75",brazil
28,1997-09-08 00:00:00,"19,46","17,83",brazil
29,1997-09-09 00:00:00,"19,54","17,91",brazil
30,1997-09-10 00:00:00,"19,6","17,96",brazil
31,1997-09-11 00:00:00,"19,61","17,97",brazil
32,1997-09-12 00:00:00,"19,64","17,98",brazil
33,1997-09-15 00:00:00,"19,61","17,96",brazil
34,1997-09-16 00:00:00,"19,5","17,85",brazil
35,1997-09-17 00:00:00,"19,59","17,92",brazil
36,1997-09-18 00:00:00,"19,63","17,94",brazil
37,1997-09-19 00:00:00,"19,66","17,97",brazil
38,1997-09-22 00:00:00,"19,62","17,93",brazil
39,1997-09-23 00:00:00,"19,59","17,89",brazil
40,1997-09-24 00:00:00,"19,56","17,86",brazil
41,1997-09-25 00:00:00,"19,5","17,81",brazil
42,1997-09-26 00:00:00,"19,46","17,76",brazil
43,1997-09-29 00:00:00,"19,4","17,7",brazil
44,1997-09-30 00:00:00,"19,36","17,66",brazil
45,1997-10-01 00:00:00,"19,24","17,54",brazil
46,1997-10-02 00:00:00,"19,16","17,47",brazil
47,1997-10-03 00:00:00,"19,13","17,44",brazil
48,1997-10-06 00:00:00,"18,97","17,29",brazil
49,1997-10-07 00:00:00,"18,86","17,18",brazil
50,1997-10-08 00:00:00,"18,72","17,06",brazil
51,1997-10-09 00:00:00,"18,62","16,96",brazil
52,1997-10-10 00:00:00,"18,65","16,98",brazil
53,1997-10-13 00:00:00,"18,71","17,03",brazil
54,1997-10-14 00:00:00,"18,75","17,07",brazil
55,1997-10-15 00:00:00,"18,8","17,11",brazil
56,1997-10-16 00:00:00,"18,76","17,07",brazil
57,1997-10-17 00:00:00,"18,73","17,04",brazil
58,1997-10-20 00:00:00,"18,74","17,04",brazil
59,1997-10-21 00:00:00,"18,84","17,13",brazil
60,1997-10-22 00:00:00,"18,91","17,18",brazil
61,1997-10-23 00:00:00,"19,04","17,3",brazil
62,1997-10-24 00:00:00,"19,16","17,41",brazil
63,1997-10-27 00:00:00,"19,21","17,39",brazil
64,1997-10-28 00:00:00,"19,27","17,5",brazil
65,1997-10-29 00:00:00,"19,29","17,51",brazil
66,1997-10-30 00:00:00,"19,32","17,46",brazil
67,1997-10-31 00:00:00,"19,33","17,53",brazil
68,1997-11-03 00:00:00,"19,4","17,6",brazil
69,1997-11-04 00:00:00,"19,49","17,66",brazil
70,1997-11-05 00:00:00,"19,52","17,69",brazil
71,1997-11-06 00:00:00,"19,62","17,73",brazil
72,1997-11-07 00:00:00,"19,67","17,78",brazil
73,1997-11-10 00:00:00,"19,9",18,brazil
74,1997-11-11 00:00:00,"19,95","18,06",brazil
75,1997-11-12 00:00:00,"20,01","18,09",brazil
76,1997-11-13 00:00:00,"20,12","18,16",brazil
77,1997-11-14 00:00:00,"20,21","18,26",brazil
78,1997-11-17 00:00:00,"20,28","18,34",brazil
79,1997-11-18 00:00:00,"20,44","18,49",brazil
80,1997-11-19 00:00:00,"20,49","18,5",brazil
81,1997-11-20 00:00:00,"20,55","18,51",brazil
82,1997-11-21 00:00:00,"20,64","18,61",brazil
83,1997-11-24 00:00:00,"20,71","18,68",brazil
84,1997-11-25 00:00:00,"20,74","18,68",brazil
85,1997-11-26 00:00:00,"20,87","18,79",brazil
86,1997-11-27 00:00:00,"20,84","18,81",brazil
87,1997-11-28 00:00:00,"20,86","18,81",brazil
88,1997-12-01 00:00:00,"20,85","18,8",brazil
89,1997-12-02 00:00:00,"20,87","18,82",brazil
90,1997-12-03 00:00:00,"20,68","18,63",brazil
91,1997-12-04 00:00:00,"20,63","18,58",brazil
92,1997-12-05 00:00:00,"20,56","18,52",brazil
93,1997-12-08 00:00:00,"20,59","18,52",brazil
94,1997-12-09 00:00:00,"20,61","18,55",brazil
95,1997-12-10 00:00:00,"20,6","18,49",brazil
96,1997-12-11 00:00:00,"20,4","18,3",brazil
97,1997-12-12 00:00:00,"20,2","18,09",brazil
98,1997-12-15 00:00:00,"19,99","17,96",brazil
99,1997-12-16 00:00:00,"19,85","17,83",brazil
100,1997-12-17 00:00:00,"19,69","17,68",brazil
101,1997-12-18 00:00:00,"19,52","17,53",brazil
102,1997-12-19 00:00:00,"19,38","17,4",brazil
103,1997-12-22 00:00:00,"19,2","17,22",brazil
104,1997-12-23 00:00:00,"19,13","17,17",brazil
105,1997-12-26 00:00:00,"19,08","17,11",brazil
106,1997-12-29 00:00:00,"18,89","16,95",brazil
107,1997-12-30 00:00:00,"18,76","16,8",brazil
108,1998-01-02 00:00:00,"18,75","16,8",brazil
109,1998-01-05 00:00:00,"18,67","16,73",brazil
110,1998-01-06 00:00:00,"18,55","16,62",brazil
111,1998-01-07 00:00:00,"18,45","16,52",brazil
112,1998-01-08 00:00:00,"18,2","16,25",brazil
113,1998-01-09 00:00:00,"18,07","16,17",brazil
114,1998-01-12 00:00:00,"17,86","15,96",brazil
115,1998-01-13 00:00:00,"17,44","15,6",brazil
116,1998-01-14 00:00:00,"17,33","15,47",brazil
117,1998-01-15 00:00:00,"17,02","15,18",brazil
118,1998-01-16 00:00:00,"16,75","14,94",brazil
119,1998-01-19 00:00:00,"16,55","14,79",brazil
120,1998-01-20 00:00:00,"16,41","14,65",brazil
121,1998-01-21 00:00:00,"16,33","14,57",brazil
122,1998-01-22 00:00:00,"16,25","14,51",brazil
123,1998-01-23 00:00:00,"16,3","14,54",brazil
124,1998-01-26 00:00:00,"16,32","14,56",brazil
125,1998-01-27 00:00:00,"16,33","14,55",brazil
126,1998-01-28 00:00:00,"16,31","14,53",brazil
127,1998-01-29 00:00:00,"16,18","14,4",brazil
128,1998-01-30 00:00:00,"16,13","14,36",brazil
129,1998-02-02 00:00:00,"16,12","14,35",brazil
130,1998-02-03 00:00:00,"16,18","14,4",brazil
131,1998-02-04 00:00:00,"16,19","14,41",brazil
132,1998-02-05 00:00:00,"16,29","14,49",brazil
133,1998-02-06 00:00:00,"16,34","14,52",brazil
134,1998-02-09 00:00:00,"16,26","14,46",brazil
135,1998-02-10 00:00:00,"16,25","14,43",brazil
136,1998-02-11 00:00:00,"16,18","14,37",brazil
137,1998-02-12 00:00:00,"15,83","14,06",brazil
138,1998-02-13 00:00:00,"15,58","13,82",brazil
139,1998-02-16 00:00:00,"15,44","13,7",brazil
140,1998-02-17 00:00:00,"15,37","13,62",brazil
141,1998-02-18 00:00:00,"15,19","13,47",brazil
142,1998-02-19 00:00:00,"15,08","13,36",brazil
143,1998-02-20 00:00:00,"15,03","13,31",brazil
144,1998-02-25 00:00:00,"14,77","13,07",brazil
145,1998-02-26 00:00:00,"14,66","12,98",brazil
146,1998-02-27 00:00:00,"14,37","12,72",brazil
147,1998-03-02 00:00:00,"14,4","12,74",brazil
148,1998-03-03 00:00:00,"14,37","12,71",brazil
149,1998-03-04 00:00:00,"14,3","12,64",brazil
150,1998-03-05 00:00:00,"14,22","12,57",brazil
151,1998-03-06 00:00:00,"14,27","12,62",brazil
152,1998-03-09 00:00:00,"14,41","12,73",brazil
153,1998-03-10 00:00:00,"14,46","12,77",brazil
154,1998-03-11 00:00:00,"14,62","12,91",brazil
155,1998-03-12 00:00:00,"14,54","12,84",brazil
156,1998-03-13 00:00:00,"14,48","12,78",brazil
157,1998-03-16 00:00:00,"14,4","12,71",brazil
158,1998-03-17 00:00:00,"14,54","12,84",brazil
159,1998-03-18 00:00:00,"14,59","12,87",brazil
160,1998-03-19 00:00:00,"14,6","12,87",brazil
161,1998-03-20 00:00:00,"14,44","12,73",brazil
162,1998-03-23 00:00:00,"14,43","12,73",brazil
163,1998-03-24 00:00:00,"14,64","12,9",brazil
164,1998-03-25 00:00:00,"14,61","12,87",brazil
165,1998-03-26 00:00:00,"14,55","12,82",brazil
166,1998-03-27 00:00:00,"14,34","12,63",brazil
167,1998-03-30 00:00:00,"14,32","12,61",brazil
168,1998-03-31 00:00:00,"14,18","12,47",brazil
169,1998-04-01 00:00:00,"14,15","12,45",brazil
170,1998-04-02 00:00:00,"14,22","12,5",brazil
171,1998-04-03 00:00:00,"14,09","12,38",brazil
172,1998-04-06 00:00:00,"13,82","12,13",brazil
173,1998-04-07 00:00:00,"13,88","12,2",brazil
174,1998-04-08 00:00:00,"13,87","12,17",brazil
175,1998-04-13 00:00:00,"13,78","12,1",brazil
176,1998-04-14 00:00:00,"13,95","12,23",brazil
177,1998-04-15 00:00:00,"14,1","12,37",brazil
178,1998-04-16 00:00:00,"14,16","12,41",brazil
179,1998-04-17 00:00:00,"14,26","12,5",brazil
180,1998-04-20 00:00:00,"14,2","12,44",brazil
181,1998-04-22 00:00:00,"14,15","12,39",brazil
182,1998-04-23 00:00:00,"14,28","12,49",brazil
183,1998-04-24 00:00:00,"14,41","12,61",brazil
184,1998-04-27 00:00:00,"14,47","12,65",brazil
185,1998-04-28 00:00:00,"14,51","12,66",brazil
186,1998-04-29 00:00:00,"14,52","12,68",brazil
187,1998-04-30 00:00:00,"14,5","12,68",brazil
188,1998-05-04 00:00:00,"14,57","12,74",brazil
189,1998-05-05 00:00:00,"14,59","12,75",brazil
190,1998-05-06 00:00:00,"14,68","12,83",brazil
191,1998-05-07 00:00:00,"14,73","12,87",brazil
192,1998-05-08 00:00:00,"14,69","12,83",brazil
193,1998-05-11 00:00:00,"14,53","12,68",brazil
194,1998-05-12 00:00:00,"14,58","12,72",brazil
195,1998-05-13 00:00:00,"14,78","12,88",brazil
196,1998-05-14 00:00:00,"14,79","12,9",brazil
197,1998-05-15 00:00:00,"14,76","12,87",brazil
198,1998-05-18 00:00:00,"14,79","12,87",brazil
199,1998-05-19 00:00:00,"14,63","12,75",brazil
200,1998-05-20 00:00:00,"14,61","12,72",brazil
201,1998-05-21 00:00:00,"14,63","12,73",brazil
202,1998-05-22 00:00:00,"14,63","12,7",brazil
203,1998-05-25 00:00:00,"14,61","12,68",brazil
204,1998-05-26 00:00:00,"14,48","12,55",brazil
205,1998-05-27 00:00:00,"14,33","12,45",brazil
206,1998-05-28 00:00:00,"14,39","12,52",brazil
207,1998-05-29 00:00:00,"14,41","12,53",brazil
208,1998-06-01 00:00:00,"14,29","12,4",brazil
209,1998-06-02 00:00:00,"14,25","12,38",brazil
210,1998-06-03 00:00:00,"14,23","12,36",brazil
211,1998-06-04 00:00:00,"14,16","12,3",brazil
212,1998-06-05 00:00:00,"14,03","12,18",brazil
213,1998-06-08 00:00:00,"13,8","11,97",brazil
214,1998-06-09 00:00:00,"13,71","11,89",brazil
215,1998-06-10 00:00:00,"13,75","11,92",brazil
216,1998-06-12 00:00:00,"13,76","11,91",brazil
217,1998-06-15 00:00:00,"13,63","11,81",brazil
218,1998-06-16 00:00:00,"13,76","11,92",brazil
219,1998-06-17 00:00:00,"14,07","12,18",brazil
220,1998-06-18 00:00:00,"14,12","12,22",brazil
221,1998-06-19 00:00:00,"14,61","12,65",brazil
222,1998-06-22 00:00:00,"14,53","12,58",brazil
223,1998-06-23 00:00:00,"14,84","12,85",brazil
224,1998-06-24 00:00:00,"14,92","12,91",brazil
225,1998-06-25 00:00:00,"14,86","12,86",brazil
226,1998-06-26 00:00:00,"14,81","12,8",brazil
227,1998-06-29 00:00:00,"14,17","12,26",brazil
228,1998-06-30 00:00:00,"14,46","12,51",brazil
229,1998-07-01 00:00:00,"14,46","12,5",brazil
230,1998-07-02 00:00:00,"14,46","12,5",brazil
231,1998-07-03 00:00:00,"14,47","12,51",brazil
232,1998-07-06 00:00:00,"14,32","12,37",brazil
233,1998-07-07 00:00:00,"14,64","12,64",brazil
234,1998-07-08 00:00:00,"14,85","12,77",brazil
235,1998-07-10 00:00:00,"14,56","12,56",brazil
236,1998-07-13 00:00:00,"14,6","12,54",brazil
237,1998-07-14 00:00:00,"14,5","12,47",brazil
238,1998-07-15 00:00:00,"14,29","12,3",brazil
239,1998-07-16 00:00:00,"14,38","12,38",brazil
240,1998-07-17 00:00:00,"14,45","12,46",brazil
241,1998-07-20 00:00:00,"14,14","12,19",brazil
242,1998-07-21 00:00:00,"14,01","12,07",brazil
243,1998-07-22 00:00:00,"13,8","11,87",brazil
244,1998-07-23 00:00:00,"13,77","11,81",brazil
245,1998-07-24 00:00:00,"13,71","11,74",brazil
246,1998-07-27 00:00:00,"13,69","11,75",brazil
247,1998-07-28 00:00:00,"13,69","11,74",brazil
248,1998-07-29 00:00:00,"13,75","11,83",brazil
249,1998-07-30 00:00:00,"13,84","11,91",brazil
250,1998-07-31 00:00:00,"13,77","11,84",brazil
251,1998-08-03 00:00:00,"13,68","11,75",brazil
252,1998-08-04 00:00:00,"13,57","11,64",brazil
253,1998-08-05 00:00:00,"13,51","11,57",brazil
254,1998-08-06 00:00:00,"13,43","11,51",brazil
255,1998-08-07 00:00:00,"13,4","11,48",brazil
256,1998-08-10 00:00:00,"13,52","11,56",brazil
257,1998-08-11 00:00:00,"13,58","11,62",brazil
258,1998-08-12 00:00:00,"13,6","11,61",brazil
259,1998-08-13 00:00:00,"13,64","11,64",brazil
260,1998-08-14 00:00:00,"13,69","11,68",brazil
261,1998-08-17 00:00:00,"13,75","11,72",brazil
262,1998-08-18 00:00:00,"13,84","11,79",brazil
263,1998-08-19 00:00:00,"14,2","12,1",brazil
264,1998-08-20 00:00:00,"14,26","12,15",brazil
265,1998-08-21 00:00:00,"14,18","12,07",brazil
266,1998-08-24 00:00:00,"14,21","12,1",brazil
267,1998-08-25 00:00:00,"14,26","12,14",brazil
268,1998-08-26 00:00:00,"14,32","12,22",brazil
269,1998-08-27 00:00:00,"14,26","12,13",brazil
270,1998-08-28 00:00:00,"14,2","12,08",brazil
271,1998-08-31 00:00:00,"14,19","12,07",brazil
272,1998-09-01 00:00:00,"14,22","12,08",brazil
273,1998-09-02 00:00:00,"14,27","12,13",brazil
274,1998-09-03 00:00:00,"14,31","12,15",brazil
275,1998-09-04 00:00:00,"14,39","12,22",brazil
276,1998-09-08 00:00:00,"14,39","12,24",brazil
277,1998-09-09 00:00:00,"14,4","12,22",brazil
278,1998-09-10 00:00:00,"14,47","12,27",brazil
279,1998-09-11 00:00:00,"14,6","12,38",brazil
280,1998-09-14 00:00:00,"14,74","12,49",brazil
281,1998-09-15 00:00:00,"14,78","12,53",brazil
282,1998-09-16 00:00:00,"14,76","12,51",brazil
283,1998-09-17 00:00:00,"14,78","12,54",brazil
284,1998-09-18 00:00:00,"14,78","12,52",brazil
285,1998-09-21 00:00:00,"14,74","12,47",brazil
286,1998-09-22 00:00:00,"14,73","12,45",brazil
287,1998-09-23 00:00:00,"14,74","12,45",brazil
288,1998-09-24 00:00:00,"14,8","12,5",brazil
289,1998-09-25 00:00:00,"14,81","12,5",brazil
290,1998-09-28 00:00:00,"14,79","12,49",brazil
291,1998-09-29 00:00:00,"14,73","12,43",brazil
292,1998-09-30 00:00:00,"14,69","12,39",brazil
293,1998-10-01 00:00:00,"14,61","12,4",brazil
294,1998-10-02 00:00:00,"14,58","12,31",brazil
295,1998-10-05 00:00:00,"14,59","12,31",brazil
296,1998-10-06 00:00:00,"14,56","12,31",brazil
297,1998-10-07 00:00:00,"14,67","12,41",brazil
298,1998-10-08 00:00:00,"14,64","12,36",brazil
299,1998-10-09 00:00:00,"14,97","12,61",brazil
300,1998-10-13 00:00:00,"14,95","12,59",brazil
301,1998-10-14 00:00:00,15,"12,62",brazil
302,1998-10-15 00:00:00,"14,99","12,61",brazil
303,1998-10-16 00:00:00,"15,08","12,69",brazil
304,1998-10-19 00:00:00,15,"12,61",brazil
305,1998-10-20 00:00:00,"14,99","12,62",brazil
306,1998-10-21 00:00:00,"14,92","12,54",brazil
307,1998-10-22 00:00:00,"14,91","12,53",brazil
308,1998-10-23 00:00:00,"14,84","12,46",brazil
309,1998-10-26 00:00:00,"14,77","12,4",brazil
310,1998-10-27 00:00:00,"14,74","12,36",brazil
311,1998-10-28 00:00:00,"14,74","12,37",brazil
312,1998-10-29 00:00:00,"14,73","12,37",brazil
313,1998-10-30 00:00:00,"14,73","12,35",brazil
314,1998-11-03 00:00:00,"14,76","12,39",brazil
315,1998-11-04 00:00:00,"14,78","12,41",brazil
316,1998-11-05 00:00:00,"14,79","12,45",brazil
317,1998-11-06 00:00:00,"14,77","12,43",brazil
318,1998-11-09 00:00:00,"14,78","12,43",brazil
319,1998-11-10 00:00:00,"14,92","12,53",brazil
320,1998-11-11 00:00:00,15,"12,61",brazil
321,1998-11-12 00:00:00,"15,05","12,64",brazil
322,1998-11-13 00:00:00,"15,01","12,61",brazil
323,1998-11-16 00:00:00,"15,03","12,62",brazil
324,1998-11-17 00:00:00,"15,06","12,65",brazil
325,1998-11-18 00:00:00,"15,06","12,63",brazil
326,1998-11-19 00:00:00,"15,05","12,59",brazil
327,1998-11-20 00:00:00,"15,05","12,58",brazil
328,1998-11-23 00:00:00,"14,9","12,46",brazil
329,1998-11-24 00:00:00,"14,84","12,39",brazil
330,1998-11-25 00:00:00,"14,76","12,31",brazil
331,1998-11-26 00:00:00,"14,72","12,27",brazil
332,1998-11-27 00:00:00,"14,78","12,31",brazil
333,1998-11-30 00:00:00,"14,88","12,39",brazil
334,1998-12-01 00:00:00,"14,86","12,37",brazil
335,1998-12-02 00:00:00,"14,84","12,36",brazil
336,1998-12-03 00:00:00,"14,84","12,35",brazil
337,1998-12-04 00:00:00,"14,8","12,31",brazil
338,1998-12-07 00:00:00,"14,79","12,3",brazil
339,1998-12-08 00:00:00,"14,72","12,23",brazil
340,1998-12-09 00:00:00,"14,69","12,21",brazil
341,1998-12-10 00:00:00,"14,68","12,21",brazil
342,1998-12-11 00:00:00,"14,64","12,15",brazil
343,1998-12-14 00:00:00,"14,62","12,13",brazil
344,1998-12-15 00:00:00,"14,48","12,03",brazil
345,1998-12-16 00:00:00,"14,45","11,99",brazil
346,1998-12-17 00:00:00,"14,38","11,92",brazil
347,1998-12-18 00:00:00,"14,31","11,86",brazil
348,1998-12-21 00:00:00,"14,29","11,84",brazil
349,1998-12-22 00:00:00,"14,28","11,83",brazil
350,1998-12-23 00:00:00,"14,25","11,8",brazil
351,1998-12-28 00:00:00,"14,21","11,77",brazil
352,1998-12-29 00:00:00,"14,16","11,72",brazil
353,1998-12-30 00:00:00,"14,15","11,72",brazil
354,1999-01-04 00:00:00,"14,14","11,71",brazil
355,1999-01-05 00:00:00,"14,05","11,63",brazil
356,1999-01-06 00:00:00,"13,97","11,56",brazil
357,1999-01-07 00:00:00,"13,9","11,48",brazil
358,1999-01-08 00:00:00,"13,85","11,45",brazil
359,1999-01-11 00:00:00,"13,83","11,42",brazil
360,1999-01-12 00:00:00,"13,71","11,32",brazil
361,1999-01-13 00:00:00,"13,86","10,5",brazil
362,1999-01-14 00:00:00,"13,89","10,52",brazil
363,1999-01-15 00:00:00,"13,91","9,66",brazil
364,1999-01-18 00:00:00,"14,39","9,05",brazil
365,1999-01-19 00:00:00,"15,13","9,66",brazil
366,1999-01-20 00:00:00,"15,62","9,89",brazil
367,1999-01-21 00:00:00,"16,97","9,93",brazil
368,1999-01-22 00:00:00,"17,16","9,92",brazil
369,1999-01-26 00:00:00,"18,82","10,23",brazil
370,1999-01-27 00:00:00,"19,31","10,11",brazil
371,1999-01-28 00:00:00,"19,47","9,99",brazil
372,1999-01-29 00:00:00,"19,9","9,52",brazil
373,1999-02-01 00:00:00,"19,31","10,06",brazil
374,1999-02-02 00:00:00,"18,22","10,35",brazil
375,1999-02-03 00:00:00,"18,46","10,2",brazil
376,1999-02-04 00:00:00,"18,36","10,14",brazil
377,1999-02-05 00:00:00,"18,54","10,13",brazil
378,1999-02-08 00:00:00,"18,73","9,81",brazil
379,1999-02-09 00:00:00,"18,87","9,88",brazil
380,1999-02-10 00:00:00,"18,47","9,77",brazil
381,1999-02-11 00:00:00,"18,44","9,61",brazil
382,1999-02-12 00:00:00,"18,28","9,57",brazil
383,1999-02-17 00:00:00,"18,3","9,53",brazil
384,1999-02-18 00:00:00,"18,22","9,49",brazil
385,1999-02-19 00:00:00,"18,07","9,32",brazil
386,1999-02-22 00:00:00,"17,83","9,05",brazil
387,1999-02-23 00:00:00,"18,09",9,brazil
388,1999-02-24 00:00:00,"17,71","8,68",brazil
389,1999-02-25 00:00:00,"17,7","8,63",brazil
390,1999-02-26 00:00:00,"17,72","8,65",brazil
391,1999-03-01 00:00:00,"17,92","8,34",brazil
392,1999-03-02 00:00:00,"18,13","8,39",brazil
393,1999-03-03 00:00:00,"18,51","8,49",brazil
394,1999-03-04 00:00:00,"18,31","8,85",brazil
395,1999-03-05 00:00:00,"17,3","8,71",brazil
396,1999-03-08 00:00:00,"17,2","8,69",brazil
397,1999-03-09 00:00:00,"17,06","9,03",brazil
398,1999-03-10 00:00:00,"16,76","8,96",brazil
399,1999-03-11 00:00:00,"16,96","8,88",brazil
400,1999-03-12 00:00:00,"17,01","8,86",brazil
401,1999-03-15 00:00:00,"16,76","8,96",brazil
402,1999-03-16 00:00:00,"16,85","8,99",brazil
403,1999-03-17 00:00:00,"17,24","9,17",brazil
404,1999-03-18 00:00:00,"17,19","9,27",brazil
405,1999-03-19 00:00:00,"17,28","9,34",brazil
406,1999-03-22 00:00:00,"17,59","9,53",brazil
407,1999-03-23 00:00:00,"17,72","9,58",brazil
408,1999-03-24 00:00:00,"17,61","9,52",brazil
409,1999-03-25 00:00:00,"17,39","9,69",brazil
410,1999-03-26 00:00:00,"17,32","9,78",brazil
411,1999-03-29 00:00:00,"16,95","9,63",brazil
412,1999-03-30 00:00:00,"16,75","9,57",brazil
413,1999-03-31 00:00:00,"16,15","9,39",brazil
414,1999-04-05 00:00:00,"15,95","9,17",brazil
415,1999-04-06 00:00:00,"15,94","9,19",brazil
416,1999-04-07 00:00:00,"15,78","9,09",brazil
417,1999-04-08 00:00:00,"15,64","9,12",brazil
418,1999-04-09 00:00:00,"15,72","9,22",brazil
419,1999-04-12 00:00:00,"15,76","9,3",brazil
420,1999-04-13 00:00:00,"15,49","9,3",brazil
421,1999-04-14 00:00:00,"15,6","9,29",brazil
422,1999-04-15 00:00:00,"15,54","9,36",brazil
423,1999-04-16 00:00:00,"15,57","9,27",brazil
424,1999-04-19 00:00:00,"15,6","9,28",brazil
425,1999-04-20 00:00:00,"16,01","9,26",brazil
426,1999-04-22 00:00:00,"15,85","9,33",brazil
427,1999-04-23 00:00:00,"15,79","9,32",brazil
428,1999-04-26 00:00:00,"15,76","9,26",brazil
429,1999-04-27 00:00:00,"16,09","9,41",brazil
430,1999-04-28 00:00:00,"16,04","9,53",brazil
431,1999-04-29 00:00:00,"15,91","9,52",brazil
432,1999-04-30 00:00:00,"15,88","9,52",brazil
433,1999-05-03 00:00:00,"15,77","9,41",brazil
434,1999-05-04 00:00:00,"16,09","9,55",brazil
435,1999-05-05 00:00:00,"16,12","9,58",brazil
436,1999-05-06 00:00:00,"16,11","9,59",brazil
437,1999-05-07 00:00:00,"15,97","9,62",brazil
438,1999-05-10 00:00:00,"15,78","9,57",brazil
439,1999-05-11 00:00:00,"15,7","9,47",brazil
440,1999-05-12 00:00:00,"15,67","9,48",brazil
441,1999-05-13 00:00:00,"15,6","9,43",brazil
442,1999-05-14 00:00:00,"15,63","9,44",brazil
443,1999-05-17 00:00:00,"15,81","9,48",brazil
444,1999-05-18 00:00:00,"15,79","9,48",brazil
445,1999-05-19 00:00:00,"15,84","9,47",brazil
446,1999-05-20 00:00:00,"15,85","9,4",brazil
447,1999-05-21 00:00:00,"15,85","9,32",brazil
448,1999-05-24 00:00:00,"15,61","9,05",brazil
449,1999-05-25 00:00:00,"15,98","9,24",brazil
450,1999-05-26 00:00:00,"15,97","9,37",brazil
451,1999-05-27 00:00:00,"15,9","9,25",brazil
452,1999-05-28 00:00:00,"16,14","9,38",brazil
453,1999-05-31 00:00:00,"16,09","9,34",brazil
454,1999-06-01 00:00:00,"16,04","9,19",brazil
455,1999-06-02 00:00:00,"16,22","9,33",brazil
456,1999-06-04 00:00:00,"16,3","9,39",brazil
457,1999-06-07 00:00:00,"16,52","9,48",brazil
458,1999-06-08 00:00:00,"16,52","9,43",brazil
459,1999-06-09 00:00:00,"16,66","9,52",brazil
460,1999-06-10 00:00:00,"16,76","9,52",brazil
461,1999-06-11 00:00:00,"16,84","9,44",brazil
462,1999-06-14 00:00:00,"16,97","9,48",brazil
463,1999-06-15 00:00:00,"16,96","9,53",brazil
464,1999-06-16 00:00:00,"16,84","9,53",brazil
465,1999-06-17 00:00:00,"16,77","9,59",brazil
466,1999-06-18 00:00:00,"16,83","9,56",brazil
467,1999-06-21 00:00:00,"16,79","9,5",brazil
468,1999-06-22 00:00:00,"16,76","9,44",brazil
469,1999-06-23 00:00:00,"16,81","9,41",brazil
470,1999-06-24 00:00:00,"16,75","9,33",brazil
471,1999-06-25 00:00:00,"16,73","9,31",brazil
472,1999-06-28 00:00:00,"16,58","9,33",brazil
473,1999-06-29 00:00:00,"16,54","9,34",brazil
474,1999-06-30 00:00:00,"16,45","9,38",brazil
475,1999-07-01 00:00:00,"16,27","9,18",brazil
476,1999-07-02 00:00:00,"16,05","9,11",brazil
477,1999-07-05 00:00:00,"15,98","9,05",brazil
478,1999-07-06 00:00:00,"15,54","8,74",brazil
479,1999-07-07 00:00:00,"15,64","8,77",brazil
480,1999-07-08 00:00:00,"15,73","8,75",brazil
481,1999-07-12 00:00:00,"16,02","8,73",brazil
482,1999-07-13 00:00:00,"16,12","8,83",brazil
483,1999-07-14 00:00:00,"16,11","8,85",brazil
484,1999-07-15 00:00:00,"16,18","8,95",brazil
485,1999-07-16 00:00:00,"15,98","8,89",brazil
486,1999-07-19 00:00:00,"16,05","8,96",brazil
487,1999-07-20 00:00:00,"16,28","8,98",brazil
488,1999-07-21 00:00:00,"16,77","9,23",brazil
489,1999-07-22 00:00:00,"17,01","9,37",brazil
490,1999-07-23 00:00:00,"17,47","9,6",brazil
491,1999-07-26 00:00:00,"17,07","9,35",brazil
492,1999-07-27 00:00:00,"16,68","9,21",brazil
493,1999-07-28 00:00:00,"16,44","9,18",brazil
494,1999-07-29 00:00:00,"16,45","9,18",brazil
495,1999-07-30 00:00:00,"16,45","9,13",brazil
496,1999-08-02 00:00:00,"17,3","9,48",brazil
497,1999-08-03 00:00:00,"17,83","9,8",brazil
498,1999-08-04 00:00:00,"18,19","9,93",brazil
499,1999-08-05 00:00:00,"18,01","9,74",brazil
