date,max_temp,mean_temp,min_temp
19900317,21.1,14.4,6.9
19900318,13.5,14.3,7.5
19900319,15.3,12.8,12.1
19900320,14.9,10.0,4.8
19900321,13.6,10.4,6.0
19900322,12.8,11.1,8.6
19900323,13.0,8.2,3.5
19900324,10.5,10.8,8.7
19900325,9.5,6.6,2.8
19900326,10.4,5.5,1.5
19900327,12.1,5.8,1.2
19900328,13.5,8.4,4.6
19900329,17.5,6.8,0.1
19900330,18.3,11.0,4.5
19900331,21.2,12.1,5.9
19900401,17.2,12.5,3.8
19900402,9.6,12.7,8.2
19900403,8.6,5.2,0.7
19900404,10.9,3.7,-1.2
19900405,11.3,4.6,-1.8
19900406,12.8,5.4,-0.5
19900407,11.2,8.2,3.6
19900408,11.6,7.0,2.9
19900409,15.3,6.0,0.5
19900410,15.7,9.5,3.7
19900411,16.1,10.4,5.0
19900412,9.3,12.8,9.4
19900413,11.2,8.4,7.6
19900414,12.9,5.8,0.3
19900415,12.2,8.2,3.5
19900416,12.2,7.2,2.2
19900417,12.5,6.6,1.0
19900418,12.8,7.2,1.8
19900419,12.9,9.0,5.2
19900420,16.9,8.0,3.0
19900421,16.1,12.2,7.5
19900422,17.3,12.2,8.4
19900423,18.2,12.4,7.4
19900424,20.3,12.2,6.1
19900425,13.8,12.8,5.2
19900426,14.1,10.8,7.7
19900427,17.9,9.4,4.7
19900428,22.5,10.6,3.2
19900429,23.1,14.4,6.3
19900430,24.0,17.0,10.9
19900501,26.2,17.6,11.3
19900502,28.1,17.6,8.9
19900503,26.9,20.0,12.0
19900504,27.2,19.1,11.3
19900505,26.0,19.0,10.9
19900506,18.0,18.9,11.8
19900507,19.4,13.4,8.8
19900508,15.8,13.1,6.8
19900509,15.4,12.9,10.0
19900510,14.0,11.1,6.8
19900511,15.9,10.2,6.3
19900512,17.2,13.0,10.0
19900513,20.2,12.4,7.7
19900514,22.1,13.8,7.3
19900515,21.0,17.3,12.5
19900516,21.5,15.8,10.7
19900517,14.5,14.6,7.6
19900518,16.9,12.0,9.5
19900519,19.5,12.0,7.0
19900520,20.8,13.0,6.6
19900521,18.7,14.8,8.8
19900522,21.8,12.6,6.4
19900523,19.0,14.3,6.8
19900524,17.5,14.6,10.3
19900525,18.3,11.4,5.4
19900526,21.6,12.2,6.1
19900527,22.0,13.8,5.9
19900528,21.5,16.2,10.4
19900529,19.0,16.3,11.1
19900530,24.4,15.4,11.8
19900531,23.6,18.3,12.2
19900601,18.8,18.0,12.5
19900602,16.9,14.3,9.8
19900603,19.2,14.6,12.2
19900604,16.0,13.2,7.3
19900605,16.9,11.8,7.6
19900606,18.5,13.6,10.2
19900607,15.1,12.0,5.6
19900608,19.4,11.2,7.3
19900609,19.6,14.0,8.7
19900610,14.5,15.8,12.0
19900611,14.5,13.2,11.8
19900612,14.8,11.0,7.5
19900613,17.4,12.3,9.8
19900614,20.0,14.2,11.1
19900615,21.3,15.1,10.2
19900616,24.1,16.2,11.2
19900617,20.3,17.6,11.1
19900618,22.0,16.4,12.6
19900619,21.1,17.4,12.7
19900620,16.1,15.6,10.0
19900621,20.8,13.6,11.2
19900622,19.4,15.8,10.7
19900623,18.4,15.0,10.5
19900624,23.3,13.8,9.2
19900625,23.2,19.2,15.1
19900626,25.1,19.4,15.5
19900627,20.2,20.4,15.8
19900628,23.5,15.4,10.7
19900629,21.7,16.7,9.9
19900630,18.9,18.4,15.1
19900701,19.6,16.0,13.1
19900702,20.2,13.9,8.2
19900703,18.0,14.0,7.8
19900704,18.8,14.7,11.4
19900705,20.2,15.2,11.5
19900706,23.3,14.4,8.5
19900707,26.8,17.9,12.5
19900708,18.3,21.6,16.4
19900709,20.1,15.2,12.0
19900710,27.3,15.4,10.7
19900711,27.7,18.3,9.3
19900712,26.8,21.7,15.7
19900713,24.0,20.6,14.4
19900714,31.3,18.8,13.5
19900715,24.9,22.0,12.6
19900716,26.4,20.8,16.6
19900717,27.6,20.5,14.6
19900718,30.1,20.8,14.1
19900719,31.8,22.0,14.0
19900720,32.5,23.6,15.5
19900721,24.0,25.1,17.7
19900722,24.1,19.6,15.1
19900723,23.9,18.8,13.5
19900724,25.9,17.6,11.3
19900725,24.4,18.6,11.3
19900726,26.1,18.2,12.0
19900727,26.0,21.0,15.9
19900728,25.3,20.5,15.0
19900729,23.9,19.2,13.0
19900730,27.3,20.4,17.0
19900731,32.5,21.2,15.0
19900801,34.0,23.8,15.0
19900802,36.5,26.2,18.4
19900803,34.4,27.4,18.3
19900804,24.2,26.9,19.4
19900805,21.5,19.6,15.1
19900806,21.3,17.0,12.4
19900807,25.8,16.5,11.7
19900808,27.6,18.5,11.2
19900809,28.2,20.6,13.7
19900810,27.5,21.4,14.6
19900811,29.4,21.0,14.5
19900812,26.0,23.0,16.5
19900813,23.9,19.8,13.7
19900814,23.6,19.3,14.7
19900815,22.0,19.5,15.4
19900816,20.5,17.6,13.2
19900817,18.5,15.4,10.4
19900818,22.2,15.6,12.8
19900819,21.6,18.8,15.3
19900820,22.0,17.6,13.6
19900821,26.7,18.2,14.4
19900822,27.6,19.8,12.9
19900823,27.8,22.8,18.0
19900824,27.7,22.8,17.9
19900825,26.9,22.3,16.9
19900826,25.2,21.8,16.8
19900827,27.7,20.4,15.5
19900828,30.3,21.6,15.6
19900829,21.8,23.0,15.6
19900830,20.9,16.4,10.9
19900831,23.8,15.6,10.4
19900901,25.6,19.0,14.1
19900902,24.5,19.9,14.2
19900903,20.9,18.6,12.7
19900904,20.8,16.0,11.0
19900905,18.8,14.8,8.9
19900906,20.2,15.6,12.3
19900907,19.1,15.8,11.5
19900908,21.8,14.2,9.2
19900909,20.5,14.8,7.7
19900910,21.9,15.0,9.6
19900911,21.2,16.4,10.9
19900912,22.2,16.8,12.4
19900913,22.1,16.4,10.5
19900914,19.5,16.2,10.4
19900915,18.8,16.0,12.5
19900916,15.3,15.4,11.9
19900917,22.6,13.2,11.0
19900918,17.7,15.2,7.8
19900919,15.5,16.0,14.4
19900920,16.7,10.8,6.0
19900921,15.1,13.2,9.6
19900922,16.6,12.0,9.0
19900923,17.1,12.1,7.6
19900924,16.7,11.2,5.2
19900925,17.2,12.6,8.5
19900926,17.3,11.8,6.4
19900927,21.4,11.3,5.3
19900928,18.1,13.4,5.3
19900929,20.8,13.8,9.6
19900930,17.7,17.3,13.8
19901001,19.5,12.1,6.5
19901002,16.2,15.2,10.8
19901003,17.0,15.5,14.8
19901004,17.7,11.1,5.2
19901005,18.2,14.2,10.6
19901006,13.7,15.8,13.5
19901007,14.5,10.1,6.5
19901008,15.5,7.6,0.8
19901009,18.9,10.4,5.2
19901010,18.6,14.8,10.6
19901011,24.2,15.7,12.8
19901012,24.0,16.0,7.9
19901013,21.6,18.5,13.0
19901014,21.2,18.4,15.2
19901015,19.2,17.8,14.3
19901016,17.7,16.0,12.7
19901017,15.9,14.9,12.1
19901018,17.8,15.0,14.2
19901019,19.1,15.2,12.5
19901020,14.7,14.7,10.3
19901021,13.0,13.8,12.8
19901022,17.5,11.5,10.0
19901023,16.0,12.4,7.4
19901024,16.4,12.6,9.3
19901025,12.5,12.0,7.6
19901026,13.5,11.4,10.3
19901027,12.2,10.3,7.1
19901028,11.1,10.8,9.3
19901029,13.9,7.3,3.5
19901030,14.1,9.2,4.5
19901031,12.8,10.7,7.3
19901101,10.0,9.0,5.1
19901102,9.6,7.0,4.0
19901103,10.0,6.4,3.2
19901104,10.9,6.6,3.2
19901105,11.0,6.8,2.6
19901106,10.3,6.8,2.5
19901107,8.6,7.5,4.7
19901108,13.5,5.6,2.5
19901109,15.2,8.1,2.7
19901110,13.0,10.4,5.6
19901111,14.6,9.8,6.6
19901112,15.6,12.1,9.6
19901113,14.6,13.8,12.1
19901114,14.3,12.4,10.3
19901115,16.2,11.8,9.2
19901116,15.7,12.5,8.8
19901117,11.4,14.4,13.0
19901118,9.5,10.2,9.1
19901119,8.2,7.2,4.8
19901120,6.3,5.7,3.2
19901121,4.9,3.7,1.1
19901122,7.5,3.6,2.2
19901123,6.8,4.6,1.6
19901124,9.0,4.9,3.0
19901125,8.1,5.3,1.6
19901126,8.3,6.2,4.4
19901127,7.9,7.1,5.9
19901128,8.0,5.2,2.4
19901129,8.1,6.2,4.4
19901130,8.4,6.2,4.4
19901201,5.6,6.8,5.2
19901202,7.8,4.8,4.0
19901203,9.0,6.2,4.5
19901204,8.4,4.5,0.0
19901205,6.6,5.2,2.0
19901206,8.0,2.4,-1.9
19901207,2.5,3.4,-1.2
19901208,6.5,1.8,1.0
19901209,6.8,2.6,-1.4
19901210,9.2,3.8,0.9
19901211,5.8,7.4,5.5
19901212,6.9,5.0,4.3
19901213,2.5,4.6,2.4
19901214,5.4,1.3,0.1
19901215,4.5,0.4,-4.6
19901216,3.7,1.0,-2.6
19901217,2.2,1.4,-1.0
19901218,4.6,1.6,1.1
19901219,9.6,2.8,1.1
19901220,11.4,4.4,-0.8
19901221,11.3,7.9,4.4
19901222,10.0,10.4,9.4
19901223,9.5,9.2,8.4
19901224,9.6,8.8,8.2
19901225,12.9,6.6,3.7
19901226,7.2,8.2,3.6
19901227,11.6,5.8,4.5
19901228,9.1,7.5,3.4
19901229,9.7,7.5,5.9
19901230,9.4,6.3,2.9
19901231,13.1,6.8,4.2
19910101,13.1,6.7,0.3
19910102,9.5,7.4,1.6
19910103,9.1,7.8,6.1
19910104,10.0,5.8,2.4
19910105,8.5,6.2,2.4
19910106,8.6,6.1,3.7
19910107,11.4,6.2,3.7
19910108,11.5,7.5,3.6
19910109,9.3,7.4,3.2
19910110,7.4,7.2,5.0
19910111,6.4,5.5,3.6
19910112,5.6,3.5,0.6
19910113,5.8,1.6,-2.5
19910114,4.6,1.3,-3.2
19910115,7.2,2.3,0.0
19910116,8.2,2.6,-1.9
19910117,9.1,4.1,0.0
19910118,8.0,7.6,6.0
19910119,10.0,4.6,1.1
19910120,9.3,5.8,1.7
19910121,6.0,7.1,4.9
19910122,5.9,3.9,1.8
19910123,4.5,4.4,2.8
19910124,3.1,3.1,1.7
19910125,3.5,2.2,1.2
19910126,4.0,2.4,1.3
19910127,5.1,2.6,1.1
19910128,1.9,3.8,2.4
19910129,2.1,1.2,0.6
19910130,3.7,1.3,0.5
19910131,6.4,1.9,0.1
19910201,4.2,3.4,0.3
19910202,2.7,1.6,-0.9
19910203,3.6,0.4,-2.0
19910204,2.5,0.2,-3.2
19910205,-0.6,0.1,-2.3
19910206,-3.4,-1.2,-1.8
19910207,-2.1,-5.4,-7.3
19910208,-2.5,-4.2,-6.4
19910209,2.1,-4.6,-6.8
19910210,2.3,-3.4,-8.9
19910211,2.0,-1.7,-5.7
19910212,3.0,-1.9,-5.8
19910213,6.1,0.2,-2.7
19910214,9.1,0.2,-5.6
19910215,6.6,3.6,-1.8
19910216,6.2,3.5,0.4
19910217,6.4,3.4,0.5
19910218,4.2,3.6,0.7
19910219,6.7,-0.4,-5.0
19910220,8.1,1.8,-3.0
19910221,11.5,6.0,3.9
19910222,12.2,7.0,2.4
19910223,12.5,8.8,5.4
19910224,11.9,10.8,9.2
19910225,10.3,6.7,1.5
19910226,9.0,6.5,2.7
19910227,9.9,6.8,4.7
19910228,8.8,5.8,1.8
19910301,7.4,4.6,0.5
19910302,12.0,4.4,1.4
19910303,11.4,7.8,3.5
19910304,11.0,7.0,2.5
19910305,14.3,8.9,6.8
19910306,14.4,11.2,8.1
19910307,14.7,11.4,8.4
19910308,11.6,11.6,8.4
19910309,11.4,10.1,8.6
19910310,12.1,9.4,7.5
19910311,12.6,10.2,8.2
19910312,18.7,10.8,9.1
19910313,14.1,12.1,5.5
19910314,11.7,10.2,6.2
19910315,14.8,9.6,7.5
19910316,12.0,11.4,7.9
19910317,12.9,10.0,8.0
19910318,16.0,7.8,2.6
19910319,12.8,11.8,7.6
19910320,13.8,11.7,10.6
19910321,10.4,10.7,7.6
19910322,9.4,6.3,2.2
19910323,10.9,5.8,2.2
19910324,11.1,5.2,-0.4
19910325,8.4,7.4,3.8
19910326,13.7,6.5,4.6
19910327,13.8,8.3,2.9
19910328,12.0,8.4,3.0
19910329,14.1,8.9,5.8
19910330,15.9,7.0,-0.1
19910331,12.3,10.5,5.1
19910401,11.3,9.4,6.5
19910402,13.0,9.9,8.5
19910403,11.8,8.8,4.5
19910404,11.3,8.8,5.9
19910405,10.6,8.2,5.1
19910406,12.3,6.2,1.8
19910407,15.0,9.2,6.2
19910408,15.1,10.6,6.1
19910409,18.6,10.7,6.3
19910410,21.0,12.5,6.4
19910411,21.0,14.8,8.7
19910412,17.6,14.6,8.3
19910413,12.9,14.0,10.3
19910414,16.0,9.2,5.4
19910415,11.9,11.2,6.3
19910416,8.9,8.2,4.6
19910417,9.9,5.2,1.5
19910418,9.2,5.6,1.3
19910419,8.3,5.2,1.2
19910420,11.3,4.6,0.9
19910421,11.5,5.3,-0.7
19910422,12.3,7.8,4.2
19910423,12.6,6.0,-0.3
19910424,12.4,9.8,6.9
19910425,15.9,9.2,5.9
19910426,14.7,10.2,4.5
19910427,14.2,9.6,4.4
19910428,10.8,8.5,2.8
19910429,9.1,7.9,5.0
19910430,11.1,7.8,6.4
19910501,11.4,8.2,5.2
19910502,11.4,6.8,2.2
19910503,12.3,7.0,2.7
19910504,10.5,8.6,5.0
19910505,9.7,8.2,5.8
19910506,11.4,7.4,5.2
19910507,14.1,8.8,6.2
19910508,14.6,10.4,6.8
19910509,16.8,8.4,2.2
19910510,15.6,9.5,2.2
19910511,19.1,11.6,7.7
19910512,20.5,12.6,6.2
19910513,16.1,15.2,10.0
19910514,15.7,12.4,8.8
19910515,12.4,10.6,5.4
19910516,12.6,10.5,8.6
19910517,14.1,10.3,8.0
19910518,17.5,11.4,8.8
19910519,21.7,13.6,9.8
19910520,24.6,16.2,10.6
19910521,21.2,18.1,11.6
19910522,18.2,16.6,12.0
19910523,18.4,14.2,10.1
19910524,21.8,13.2,8.0
19910525,16.9,16.0,10.1
19910526,20.5,14.7,12.5
19910527,12.5,14.8,9.0
19910528,15.1,11.1,9.7
19910529,16.2,12.0,8.9
19910530,13.6,12.8,9.4
19910531,14.1,11.2,8.7
19910601,15.5,11.3,8.5
19910602,14.6,10.7,5.9
19910603,15.8,10.8,6.9
19910604,16.2,9.4,2.9
19910605,17.2,10.6,4.9
19910606,16.1,13.4,9.7
19910607,16.3,13.5,10.9
19910608,19.0,13.4,10.4
19910609,18.9,15.2,11.4
19910610,16.2,15.4,11.8
19910611,20.0,11.9,7.6
19910612,18.4,16.2,12.5
19910613,19.2,14.7,11.0
19910614,16.6,13.8,8.5
19910615,16.5,12.7,8.8
19910616,15.3,12.8,9.2
19910617,15.6,12.6,9.9
19910618,17.5,11.3,7.0
19910619,19.1,13.4,9.4
19910620,22.6,14.8,10.6
19910621,19.9,16.6,10.5
19910622,15.9,15.9,11.9
19910623,17.0,13.6,11.2
19910624,18.6,14.5,12.0
19910625,18.1,15.8,13.1
19910626,19.9,14.4,10.6
19910627,20.5,14.7,9.5
19910628,20.5,15.7,10.9
19910629,21.3,14.8,9.1
19910630,20.7,17.2,13.1
19910701,20.0,17.2,13.8
19910702,24.1,15.8,11.5
19910703,27.4,18.8,13.5
19910704,27.6,21.5,15.6
19910705,23.4,22.4,17.3
19910706,26.5,20.6,17.7
19910707,20.8,21.2,15.9
19910708,22.7,18.6,16.5
19910709,25.5,18.4,14.2
19910710,27.6,18.8,12.1
19910711,20.7,22.2,16.9
19910712,19.4,17.1,13.5
19910713,24.1,17.3,15.2
19910714,20.9,18.0,11.9
19910715,21.4,17.5,14.1
19910716,21.2,17.6,13.7
19910717,23.8,15.9,10.6
19910718,19.9,18.3,12.8
19910719,23.8,17.0,14.2
19910720,21.2,18.9,14.0
19910721,24.0,17.9,14.6
19910722,27.1,18.5,13.0
19910723,18.6,21.8,16.6
19910724,21.8,16.1,13.6
19910725,24.1,17.5,13.2
19910726,24.6,19.3,14.5
19910727,25.6,19.5,14.4
19910728,28.5,19.4,13.2
19910729,18.7,22.6,16.7
19910730,23.4,18.1,17.5
19910731,23.6,18.8,14.1
19910801,23.7,19.0,14.3
19910802,23.9,18.8,13.8
19910803,24.5,20.1,16.3
19910804,23.5,19.2,14.0
19910805,22.5,19.2,15.0
19910806,19.9,19.7,16.9
19910807,23.9,18.0,16.1
19910808,24.6,19.3,14.7
19910809,26.7,18.2,11.9
19910810,21.7,22.3,17.9
19910811,23.2,19.6,17.5
19910812,23.7,18.1,13.0
19910813,25.1,19.4,15.2
19910814,25.1,21.0,16.9
19910815,24.1,19.8,14.4
19910816,24.0,19.6,15.1
19910817,21.6,19.2,14.4
19910818,24.7,15.8,9.9
19910819,25.2,17.3,9.9
19910820,27.9,19.8,14.5
19910821,24.5,21.8,15.7
19910822,17.8,21.4,18.3
19910823,22.6,15.6,13.5
19910824,24.6,17.8,12.9
19910825,27.0,18.0,11.5
19910826,26.7,20.0,13.0
19910827,24.0,20.2,13.7
19910828,23.7,19.2,14.3
19910829,25.4,18.0,12.2
19910830,26.7,19.4,13.4
19910831,29.7,20.8,15.0
19910901,26.3,21.6,13.6
19910902,25.8,20.6,15.0
19910903,27.5,20.3,14.8
19910904,25.0,20.8,14.1
19910905,20.7,19.9,14.8
19910906,21.4,17.4,14.1
19910907,24.7,15.2,9.1
19910908,23.9,17.2,9.7
19910909,24.3,17.6,11.4
19910910,18.8,18.2,12.1
19910911,21.6,16.0,13.3
19910912,23.3,16.9,12.2
19910913,24.6,16.4,9.5
19910914,22.2,19.0,13.5
19910915,20.8,18.2,14.2
19910916,21.8,17.2,13.5
19910917,21.4,16.2,10.7
19910918,19.6,16.8,12.2
19910919,20.2,13.1,6.6
19910920,24.6,13.4,6.5
19910921,18.8,17.1,9.6
19910922,19.6,15.0,11.3
19910923,18.7,15.6,11.6
19910924,18.9,16.4,14.2
19910925,17.7,15.3,11.7
19910926,12.6,13.8,10.0
19910927,14.2,11.4,10.2
19910928,16.9,10.4,6.6
19910929,15.2,14.4,12.0
19910930,17.2,11.4,7.5
19911001,17.9,13.8,10.3
19911002,18.8,13.0,8.2
19911003,17.0,15.2,11.7
19911004,15.4,11.5,6.0
19911005,14.5,11.2,7.1
19911006,16.9,9.2,3.8
19911007,14.6,11.9,6.9
19911008,17.0,10.5,6.4
19911009,20.1,13.5,10.0
19911010,20.7,15.8,11.5
19911011,18.0,17.2,13.7
19911012,17.5,15.0,12.1
19911013,17.0,12.5,7.5
19911014,15.3,13.0,8.9
19911015,16.3,12.8,10.2
19911016,12.0,13.6,10.8
19911017,10.0,9.7,7.4
19911018,9.9,8.6,7.3
19911019,9.8,6.4,2.8
19911020,11.8,6.0,2.3
19911021,11.7,6.6,1.5
19911022,10.6,6.6,1.5
19911023,10.2,6.6,2.5
19911024,10.7,8.9,7.6
19911025,11.5,9.6,8.5
19911026,12.9,10.0,8.6
19911027,13.8,10.8,8.6
19911028,14.3,11.0,8.2
19911029,14.3,11.2,8.2
19911030,15.3,12.0,9.8
19911031,16.4,10.8,6.3
19911101,14.9,14.0,11.5
19911102,10.6,12.6,10.3
19911103,9.9,9.2,7.8
19911104,7.6,6.6,3.4
19911105,13.0,5.6,3.5
19911106,13.5,6.2,-0.7
19911107,11.5,8.6,3.6
19911108,9.6,11.1,10.7
19911109,11.2,6.0,2.3
19911110,10.0,5.2,-0.7
19911111,10.4,6.2,2.3
19911112,8.9,5.2,0.1
19911113,7.5,6.4,3.9
19911114,9.1,4.0,0.6
19911115,9.2,4.2,-0.7
19911116,8.9,5.6,2.1
19911117,12.6,5.0,1.0
19911118,8.3,7.8,2.9
19911119,8.0,6.3,4.3
19911120,7.4,5.9,3.8
19911121,9.3,3.0,-1.5
19911122,10.5,4.4,-0.4
19911123,10.9,8.6,6.7
19911124,10.6,7.4,3.8
19911125,12.5,7.8,5.0
19911126,11.7,9.4,6.4
19911127,12.3,10.0,8.4
19911128,12.8,10.6,8.8
19911129,9.2,11.2,9.5
19911130,10.8,7.8,6.5
19911201,9.1,9.2,7.5
19911202,8.0,7.9,6.7
19911203,7.7,7.8,7.5
19911204,8.3,6.4,5.0
19911205,7.5,6.8,5.3
19911206,6.0,4.2,0.9
19911207,6.5,1.6,-2.8
19911208,5.1,2.0,-2.5
19911209,3.5,1.6,-1.9
19911210,1.1,1.3,-0.9
19911211,0.3,-1.5,-4.1
19911212,7.4,-3.8,-8.0
19911213,-0.9,0.1,-7.2
19911214,7.6,-2.4,-3.8
19911215,10.8,1.1,-5.4
19911216,11.9,4.4,-2.0
19911217,12.3,9.4,6.9
19911218,13.1,8.1,3.9
19911219,10.6,9.0,4.9
19911220,13.3,6.7,2.8
19911221,13.9,8.4,3.5
19911222,13.5,11.6,9.4
19911223,7.7,12.4,11.3
19911224,9.0,4.6,1.6
19911225,11.2,4.2,-0.5
19911226,9.1,5.4,-0.4
19911227,6.8,5.3,1.5
19911228,8.2,3.6,0.5
19911229,7.5,5.1,2.0
19911230,9.5,6.4,5.2
19911231,10.4,7.2,4.9
19920101,11.6,7.6,4.8
19920102,11.8,10.0,8.5
19920103,11.7,10.2,8.6
19920104,13.6,8.9,6.1
19920105,12.3,10.2,6.7
19920106,11.5,11.2,10.1
19920107,12.4,9.1,6.7
19920108,8.9,9.6,6.8
19920109,7.2,8.2,7.4
19920110,5.9,4.9,2.6
19920111,5.7,3.1,0.3
19920112,6.4,1.6,-2.4
19920113,6.0,2.2,-2.1
19920114,6.0,3.5,1.0
19920115,6.9,5.3,4.6
19920116,4.7,4.4,1.9
19920117,8.7,1.2,-2.4
19920118,8.8,4.3,-0.1
19920119,5.4,4.6,0.4
19920120,3.7,5.2,5.0
19920121,4.2,1.8,-0.2
19920122,3.0,0.5,-3.2
19920123,1.9,-0.4,-3.9
19920124,6.4,-1.3,-4.5
19920125,7.0,1.0,-4.4
19920126,6.1,3.6,0.3
19920127,6.6,4.4,2.7
19920128,7.9,3.3,0.0
19920129,4.0,5.2,2.6
19920130,4.4,1.2,-1.5
19920131,2.5,1.6,-1.2
19920201,8.5,1.2,-0.1
19920202,9.5,3.4,-1.8
19920203,13.3,4.6,-0.2
19920204,10.8,8.0,2.8
19920205,10.1,8.9,7.0
19920206,9.6,8.7,7.3
19920207,10.3,5.7,1.8
19920208,10.7,4.6,-1.2
19920209,9.4,6.2,1.8
19920210,10.7,5.9,2.4
19920211,12.6,7.5,4.3
19920212,10.5,10.6,8.6
19920213,10.6,7.4,4.4
19920214,10.1,6.8,3.1
19920215,7.5,8.0,6.0
19920216,6.5,4.6,1.8
19920217,6.7,2.6,-1.4
19920218,4.0,3.6,0.6
19920219,5.9,2.1,0.2
19920220,7.8,1.2,-3.5
19920221,9.2,2.8,-2.1
19920222,11.2,4.9,0.6
19920223,10.7,8.2,5.1
19920224,6.5,8.1,5.5
19920225,12.1,2.8,-0.9
19920226,14.2,6.4,0.6
19920227,8.4,9.6,5.0
19920228,14.6,7.4,6.3
19920229,10.2,9.2,3.8
19920301,10.6,6.6,3.0
19920302,12.3,6.0,1.3
19920303,13.6,8.6,4.9
19920304,11.6,9.7,5.8
19920305,14.0,8.0,4.4
19920306,12.3,9.0,3.9
19920307,10.6,9.2,6.0
19920308,12.2,8.3,6.0
19920309,13.3,6.8,1.4
19920310,10.4,9.4,5.5
19920311,11.1,6.6,2.7
19920312,13.2,8.7,6.3
19920313,11.1,11.0,8.8
19920314,13.4,7.0,3.0
19920315,13.7,9.8,6.2
19920316,13.6,10.6,7.6
19920317,14.3,10.9,8.2
19920318,15.9,11.4,8.4
19920319,14.6,9.3,2.7
19920320,13.3,10.5,6.4
19920321,14.3,10.0,6.8
19920322,9.4,10.8,7.3
19920323,9.5,6.6,3.9
19920324,9.3,6.8,4.1
19920325,9.0,7.0,4.8
19920326,8.3,6.9,4.8
19920327,9.9,6.4,4.4
19920328,10.9,6.2,2.4
19920329,8.7,8.0,5.0
19920330,10.3,5.6,2.4
19920331,12.4,7.6,4.8
19920401,9.3,7.0,1.6
19920402,8.9,6.9,4.5
19920403,10.0,6.2,3.5
19920404,13.4,5.8,1.5
19920405,8.9,6.4,-0.5
19920406,11.3,6.8,4.6
19920407,17.4,8.2,5.2
19920408,17.3,11.2,5.0
19920409,17.0,11.1,4.9
19920410,18.2,9.9,2.8
19920411,14.3,11.2,4.2
19920412,13.1,11.6,8.8
19920413,10.1,9.0,4.9
19920414,9.3,8.5,6.9
19920415,10.3,6.4,3.4
19920416,16.0,6.2,2.2
19920417,18.5,10.0,3.9
19920418,17.4,12.8,7.1
19920419,18.5,13.0,8.5
19920420,17.3,14.0,9.6
19920421,14.9,13.9,10.5
19920422,15.6,11.2,7.5
19920423,15.0,11.9,8.2
19920424,16.2,11.0,7.0
19920425,13.9,12.2,8.1
19920426,15.5,12.0,10.1
19920427,13.8,11.8,8.0
19920428,13.0,10.6,7.4
19920429,13.4,8.2,3.4
19920430,15.0,9.6,5.7
19920501,13.2,11.7,8.4
19920502,15.6,9.0,4.7
19920503,18.2,9.0,2.5
19920504,13.3,11.6,5.1
19920505,20.3,11.6,10.0
19920506,20.0,13.2,6.0
19920507,15.1,15.0,10.0
19920508,15.8,12.3,9.5
19920509,13.4,11.4,6.9
19920510,16.0,9.2,4.9
19920511,16.7,11.9,7.8
19920512,22.6,13.4,10.2
19920513,26.7,15.8,8.9
19920514,20.4,19.7,12.7
19920515,21.3,16.3,12.2
19920516,18.2,15.9,10.5
19920517,21.6,12.5,6.8
19920518,26.5,14.7,7.8
19920519,26.8,18.8,11.0
19920520,26.8,19.2,11.5
19920521,26.6,18.9,11.0
19920522,25.9,19.6,12.5
19920523,27.3,19.2,12.5
19920524,26.6,20.8,14.2
19920525,26.7,20.5,14.4
19920526,23.4,21.4,16.0
19920527,26.2,18.4,13.4
19920528,20.0,21.2,16.1
19920529,20.7,17.6,15.1
19920530,24.0,16.8,12.9
19920531,19.5,17.8,11.5
19920601,20.4,17.5,15.5
19920602,21.3,16.6,12.7
19920603,16.1,16.2,11.1
19920604,15.1,13.4,10.7
19920605,23.2,12.6,10.0
19920606,18.0,16.8,10.5
19920607,21.9,15.5,13.0
19920608,23.2,17.4,13.0
19920609,23.6,17.6,12.0
19920610,22.4,17.8,11.9
19920611,24.1,17.1,11.8
19920612,25.9,17.8,11.4
19920613,27.4,18.7,11.5
19920614,28.2,20.3,13.2
19920615,20.9,20.6,13.0
19920616,20.3,17.6,14.4
19920617,19.4,15.4,10.6
19920618,16.4,14.3,9.2
19920619,20.9,12.2,7.9
19920620,22.7,15.2,9.4
19920621,21.8,16.4,10.1
19920622,21.6,17.2,12.5
19920623,22.0,17.8,14.0
19920624,23.6,17.4,12.9
19920625,26.2,18.0,12.4
19920626,25.9,19.4,12.6
19920627,27.8,20.3,14.7
19920628,30.2,20.8,13.7
19920629,23.7,23.2,16.1
19920630,19.1,20.3,16.9
19920701,18.7,17.7,16.3
19920702,17.5,15.7,12.7
19920703,21.1,15.8,14.0
19920704,20.0,17.6,14.0
19920705,22.7,15.6,11.1
19920706,21.2,18.4,14.2
19920707,17.1,16.4,11.5
19920708,20.3,16.1,15.1
19920709,20.0,17.6,14.9
19920710,19.5,16.3,12.6
19920711,22.9,16.2,13.0
19920712,20.2,18.4,13.8
19920713,20.0,17.2,14.1
19920714,23.5,17.7,15.4
19920715,25.5,19.6,15.6
19920716,25.4,21.0,16.5
19920717,24.9,21.0,16.5
19920718,23.6,20.2,15.5
19920719,24.5,19.7,15.8
19920720,24.5,20.6,16.7
19920721,24.1,20.3,16.1
19920722,24.6,17.8,11.6
19920723,24.7,19.0,13.3
19920724,23.6,20.4,16.0
19920725,21.1,17.8,12.0
19920726,22.0,18.0,15.0
19920727,22.9,17.3,12.6
19920728,26.6,16.2,9.5
19920729,26.6,19.6,12.6
19920730,28.6,21.1,15.6
19920731,28.5,22.5,16.4
