date,max_temp,mean_temp,min_temp
19790101,2.3,-4.1,-7.5
19790102,1.6,-2.6,-7.5
19790103,1.3,-2.8,-7.2
19790104,-0.3,-2.6,-6.5
19790105,5.6,-0.8,-1.4
19790106,8.3,-0.5,-6.6
19790107,8.5,1.5,-5.3
19790108,5.8,6.9,5.3
19790109,5.2,3.7,1.6
19790110,4.9,3.3,1.4
19790111,2.9,2.6,0.3
19790112,2.0,0.4,-2.0
19790113,4.3,-2.6,-7.1
19790114,6.7,-0.6,-5.6
19790115,5.9,3.8,1.0
19790116,2.6,5.0,4.1
19790117,1.9,2.1,1.6
19790118,3.0,0.8,-0.2
19790119,7.2,0.8,-1.4
19790120,3.5,3.1,-1.0
19790121,1.5,0.0,-3.5
19790122,0.3,-0.2,-1.8
19790123,2.9,-1.0,-2.3
19790124,5.6,-1.4,-5.6
19790125,2.8,0.6,-4.5
19790126,1.6,0.8,-1.1
19790127,4.5,-1.8,-5.2
19790128,4.8,0.0,-4.4
19790129,4.0,1.9,-1.0
19790130,7.3,0.7,-2.6
19790131,9.1,2.1,-3.1
19790201,4.0,5.2,1.2
19790202,5.9,2.8,1.5
19790203,4.5,0.9,-4.1
19790204,6.0,1.6,-1.2
19790205,4.0,3.7,1.4
19790206,6.8,1.2,-1.6
19790207,3.7,3.3,-0.2
19790208,4.0,2.0,0.3
19790209,3.5,2.4,0.8
19790210,2.9,2.8,2.1
19790211,5.4,2.4,1.9
19790212,8.1,2.8,0.3
19790213,0.2,4.2,0.3
19790214,-0.8,-0.2,-0.7
19790215,0.6,-2.2,-3.7
19790216,-0.8,-1.2,-3.1
19790217,0.7,-1.2,-1.5
19790218,1.9,-0.6,-1.8
19790219,2.8,0.5,-0.9
19790220,3.6,1.6,0.3
19790221,7.4,2.1,0.6
19790222,8.7,4.3,1.2
19790223,5.5,4.4,0.2
19790224,6.9,2.9,0.3
19790225,6.7,1.8,-3.4
19790226,8.9,1.6,-3.4
19790227,6.1,3.7,-1.5
19790228,9.7,4.4,2.7
19790301,11.9,3.5,-2.7
19790302,12.6,6.8,1.6
19790303,10.5,11.0,9.4
19790304,11.0,7.4,4.3
19790305,9.0,5.4,-0.1
19790306,9.4,6.3,3.6
19790307,10.5,5.6,1.9
19790308,11.0,5.6,0.7
19790309,11.5,7.8,4.5
19790310,13.8,5.8,0.0
19790311,10.7,8.2,2.7
19790312,4.9,7.2,3.7
19790313,3.8,4.6,4.4
19790314,2.5,2.8,1.8
19790315,1.3,1.8,1.2
19790316,6.9,0.7,0.1
19790317,9.1,3.5,0.1
19790318,6.1,5.1,1.1
19790319,11.0,4.2,2.4
19790320,8.5,7.0,3.0
19790321,9.6,5.7,2.9
19790322,9.2,5.0,0.5
19790323,11.5,3.1,-3.0
19790324,15.3,5.0,-1.6
19790325,8.0,10.2,5.0
19790326,11.3,6.2,4.3
19790327,8.1,7.2,3.0
19790328,7.6,4.8,1.4
19790329,7.6,4.8,1.9
19790330,10.6,5.5,3.4
19790331,11.6,5.4,0.3
19790401,8.3,8.0,4.5
19790402,8.6,4.4,0.5
19790403,7.9,3.8,-1.1
19790404,8.0,4.0,0.0
19790405,7.9,4.0,0.0
19790406,9.8,3.1,-1.7
19790407,9.3,5.8,1.8
19790408,13.7,6.8,4.2
19790409,16.1,9.5,5.3
19790410,15.9,11.8,7.5
19790411,12.8,13.1,10.3
19790412,17.5,10.1,7.4
19790413,21.7,12.8,8.0
19790414,22.4,15.2,8.6
19790415,15.2,15.3,8.2
19790416,9.0,11.3,7.4
19790417,13.2,7.3,5.6
19790418,14.5,7.2,1.2
19790419,12.7,10.2,5.9
19790420,12.3,10.6,8.4
19790421,13.5,8.0,3.7
19790422,13.5,8.7,3.9
19790423,11.5,11.0,8.4
19790424,11.4,9.0,6.5
19790425,12.0,7.4,3.5
19790426,12.0,8.6,5.2
19790427,12.6,9.3,6.6
19790428,13.9,9.8,6.9
19790429,10.9,8.0,2.1
19790430,7.5,8.2,5.5
19790501,8.0,5.6,3.8
19790502,10.0,4.6,1.1
19790503,9.1,4.6,-0.9
19790504,11.1,4.4,-0.3
19790505,12.4,6.4,1.7
19790506,15.0,6.7,1.0
19790507,16.0,9.4,3.9
19790508,15.6,11.2,6.4
19790509,13.6,10.0,4.5
19790510,16.1,10.4,7.3
19790511,20.8,12.6,9.2
19790512,23.4,16.0,11.2
19790513,26.1,17.4,11.5
19790514,26.2,18.5,10.9
19790515,22.5,19.6,12.9
19790516,15.2,17.4,12.4
19790517,16.0,11.8,8.5
19790518,17.2,12.2,8.3
19790519,14.0,10.9,4.6
19790520,15.1,11.2,8.5
19790521,15.8,11.8,8.4
19790522,14.3,11.7,7.6
19790523,14.6,11.8,9.4
19790524,13.4,11.0,7.3
19790525,15.5,9.4,5.4
19790526,15.9,11.0,6.6
19790527,15.9,11.3,6.7
19790528,18.6,11.6,7.2
19790529,20.1,15.8,13.0
19790530,16.2,16.1,12.1
19790531,18.7,13.8,11.5
19790601,21.2,13.6,8.4
19790602,19.2,16.4,11.5
19790603,19.3,15.0,10.8
19790604,20.4,15.9,12.5
19790605,16.7,16.5,12.6
19790606,14.4,12.5,8.3
19790607,17.2,12.0,9.5
19790608,18.7,12.2,7.3
19790609,17.9,15.4,12.2
19790610,16.2,15.0,12.1
19790611,15.4,13.0,9.7
19790612,18.1,12.4,9.4
19790613,16.4,15.3,12.5
19790614,16.1,14.4,12.5
19790615,19.2,11.8,7.4
19790616,20.7,14.6,9.9
19790617,22.6,17.0,13.3
19790618,25.5,18.7,14.8
19790619,25.8,19.0,12.6
19790620,19.4,19.0,12.2
19790621,20.1,17.0,14.6
19790622,19.5,15.2,10.3
19790623,16.6,14.9,10.3
19790624,18.5,13.8,11.0
19790625,19.9,14.0,9.5
19790626,21.4,15.2,10.5
19790627,20.8,16.0,10.6
19790628,17.6,15.5,10.2
19790629,16.6,15.8,13.9
19790630,18.5,14.1,11.6
19790701,18.7,13.8,9.0
19790702,22.1,15.1,11.5
19790703,23.4,16.9,11.7
19790704,25.5,18.4,13.4
19790705,25.1,19.3,13.1
19790706,21.9,19.6,14.1
19790707,23.1,17.6,13.4
19790708,20.8,18.0,13.0
19790709,22.0,18.6,16.5
19790710,20.8,17.2,12.4
19790711,25.1,17.4,14.0
19790712,26.2,18.4,11.6
19790713,22.1,19.3,12.4
19790714,21.1,17.6,13.0
19790715,23.6,18.3,15.5
19790716,26.7,17.8,12.1
19790717,21.8,20.0,13.4
19790718,17.7,18.9,16.0
19790719,21.5,15.8,14.0
19790720,19.5,17.6,13.6
19790721,18.1,16.2,13.0
19790722,18.7,13.8,9.4
19790723,21.1,15.8,12.9
19790724,25.2,16.7,12.3
19790725,27.1,18.9,12.6
19790726,29.9,20.2,13.2
19790727,27.4,22.2,14.6
19790728,19.8,21.9,16.4
19790729,21.5,18.6,17.3
19790730,20.8,17.8,14.1
19790731,23.1,17.8,14.8
19790801,21.6,18.6,14.1
19790802,20.0,17.8,14.0
19790803,21.6,17.0,14.0
19790804,22.5,17.9,14.2
19790805,24.8,17.0,11.4
19790806,23.1,19.2,13.6
19790807,20.1,19.6,16.1
19790808,20.1,15.7,11.3
19790809,20.0,16.6,13.0
19790810,23.6,15.0,9.9
19790811,25.0,19.3,15.0
19790812,21.5,20.6,16.3
19790813,20.4,19.2,16.9
19790814,21.3,18.6,16.7
19790815,21.0,16.0,10.7
19790816,18.3,15.4,9.8
19790817,18.2,16.0,13.7
19790818,19.8,15.4,12.7
19790819,22.8,16.6,13.4
19790820,19.8,17.4,11.9
19790821,19.6,16.6,13.4
19790822,16.1,14.8,10.0
19790823,16.9,12.4,8.8
19790824,18.3,13.3,9.7
19790825,18.7,13.2,8.0
19790826,17.4,14.6,10.5
19790827,21.8,13.4,9.4
19790828,23.9,13.8,5.7
19790829,26.0,16.4,9.0
19790830,23.1,18.8,11.7
19790831,22.8,18.0,13.0
19790901,21.6,19.1,15.4
19790902,19.4,18.3,15.0
19790903,21.7,16.2,13.1
19790904,23.6,16.1,10.5
19790905,25.9,16.8,10.0
19790906,21.9,19.2,12.6
19790907,24.3,17.2,12.5
19790908,21.8,17.9,11.5
19790909,21.2,18.5,15.2
19790910,23.2,17.7,14.2
19790911,17.4,16.8,10.3
19790912,18.5,13.6,9.8
19790913,18.2,15.4,12.4
19790914,17.4,11.4,4.7
19790915,20.2,11.7,6.0
19790916,21.2,13.6,6.9
19790917,20.4,15.4,9.6
19790918,18.3,16.3,12.2
19790919,17.6,17.4,16.4
19790920,15.5,14.2,10.7
19790921,14.2,10.5,5.5
19790922,14.7,9.2,4.3
19790923,16.6,9.5,4.3
19790924,18.6,12.1,7.6
19790925,21.0,13.5,8.4
19790926,17.7,17.2,13.5
19790927,17.4,15.4,13.2
19790928,17.1,12.5,7.6
19790929,18.7,12.0,6.8
19790930,19.0,14.4,10.1
19791001,20.5,14.3,9.6
19791002,20.1,13.6,6.7
19791003,17.0,15.7,11.3
19791004,17.1,15.6,14.3
19791005,18.8,11.6,6.1
19791006,19.9,13.2,7.7
19791007,21.7,15.9,11.9
19791008,21.1,16.3,10.9
19791009,16.7,18.2,15.2
19791010,18.4,15.6,14.4
19791011,19.2,14.4,10.5
19791012,18.1,14.6,10.0
19791013,17.3,15.6,13.0
19791014,17.9,13.1,8.9
19791015,16.0,12.4,7.0
19791016,16.0,12.6,9.2
19791017,15.8,12.6,9.1
19791018,18.0,12.2,8.6
19791019,14.4,13.4,8.8
19791020,15.0,12.4,10.5
19791021,13.8,10.6,6.3
19791022,11.8,11.2,8.5
19791023,13.7,9.0,6.1
19791024,13.6,10.8,7.8
19791025,12.9,11.6,9.6
19791026,12.4,11.6,10.2
19791027,10.6,9.1,5.8
19791028,12.1,5.8,0.9
19791029,14.3,7.7,3.3
19791030,14.9,8.5,2.7
19791031,13.9,11.2,7.5
19791101,13.2,10.0,6.2
19791102,15.1,7.5,1.8
19791103,15.1,9.9,4.7
19791104,12.5,12.8,10.6
19791105,13.1,10.0,7.4
19791106,13.8,10.8,8.6
19791107,9.6,10.2,6.5
19791108,9.5,6.8,4.0
19791109,9.1,6.2,2.8
19791110,11.0,3.6,-1.8
19791111,7.4,5.7,0.4
19791112,6.5,5.6,3.7
19791113,7.3,2.4,-1.8
19791114,5.8,3.3,-0.7
19791115,6.2,4.4,3.1
19791116,8.5,4.4,2.5
19791117,10.0,4.8,1.2
19791118,9.8,6.0,2.0
19791119,6.4,6.2,2.5
19791120,6.4,3.4,0.5
19791121,10.2,3.0,-0.4
19791122,11.3,5.0,-0.3
19791123,8.5,8.8,6.2
19791124,14.0,4.4,0.2
19791125,15.0,7.6,1.3
19791126,14.5,11.3,7.6
19791127,12.9,11.2,8.0
19791128,12.4,11.4,9.8
19791129,14.4,8.2,4.0
19791130,13.5,10.0,5.6
19791201,14.2,11.2,9.0
19791202,13.3,11.8,9.4
19791203,14.1,10.4,7.6
19791204,15.6,9.8,5.6
19791205,14.7,12.2,8.8
19791206,13.6,11.7,8.7
19791207,11.7,11.9,10.2
19791208,14.3,11.2,10.7
19791209,11.2,11.4,8.4
19791210,8.4,9.6,8.0
19791211,11.9,7.6,6.7
19791212,11.7,6.8,1.8
19791213,11.4,7.5,3.3
19791214,8.0,7.9,4.4
19791215,10.5,6.8,5.7
19791216,8.0,6.8,3.0
19791217,6.7,5.7,3.4
19791218,5.3,5.3,3.9
19791219,5.0,3.6,1.9
19791220,3.9,3.4,1.7
19791221,3.2,2.8,1.7
19791222,2.7,1.3,-0.6
19791223,4.8,2.0,1.3
19791224,5.3,2.7,0.6
19791225,7.8,0.4,-4.4
19791226,11.2,1.8,-4.2
19791227,7.1,6.9,2.6
19791228,6.2,4.1,1.1
19791229,4.4,4.0,1.7
19791230,4.3,1.8,-0.8
19791231,1.0,1.4,-1.5
19800101,2.3,-1.8,-4.6
19800102,10.9,-1.8,-6.0
19800103,9.7,2.6,-5.7
19800104,8.0,5.2,0.8
19800105,8.4,4.8,1.6
19800106,6.5,5.8,3.3
19800107,5.0,5.2,3.9
19800108,4.9,3.8,2.6
19800109,3.9,2.6,0.3
19800110,3.6,2.7,1.5
19800111,2.5,1.6,-0.3
19800112,3.0,0.4,-1.8
19800113,0.8,0.2,-2.6
19800114,3.8,-1.5,-3.8
19800115,5.5,-0.1,-4.0
19800116,4.6,3.0,0.5
19800117,2.0,2.4,0.2
19800118,4.8,1.2,0.5
19800119,6.7,1.8,-1.2
19800120,8.8,4.2,1.6
19800121,9.1,4.8,0.8
19800122,9.1,6.4,3.7
19800123,8.0,6.1,3.1
19800124,8.0,3.5,-1.0
19800125,5.1,3.1,-1.8
19800126,3.2,1.6,-1.8
19800127,6.1,-0.5,-4.2
19800128,9.0,1.6,-3.0
19800129,11.4,6.0,3.0
19800130,10.1,7.6,3.9
19800131,8.5,8.2,6.2
19800201,10.2,3.2,-2.1
19800202,10.4,4.9,-0.4
19800203,10.1,6.7,3.0
19800204,10.6,5.8,1.4
19800205,8.1,6.2,1.7
19800206,9.5,6.4,4.8
19800207,11.3,6.7,3.9
19800208,11.7,7.6,3.9
19800209,11.2,9.6,7.4
19800210,11.8,7.4,3.7
19800211,10.9,7.6,3.5
19800212,8.5,7.3,3.7
19800213,9.2,6.4,4.4
19800214,12.6,7.2,5.1
19800215,8.5,9.4,6.3
19800216,12.8,6.0,3.5
19800217,11.1,8.2,3.5
19800218,11.0,7.6,4.1
19800219,11.1,7.6,4.3
19800220,10.3,6.4,1.6
19800221,9.4,6.6,3.0
19800222,9.2,8.6,7.9
19800223,6.7,5.4,1.7
19800224,9.7,4.0,1.4
19800225,6.2,5.7,1.7
19800226,6.8,1.9,-2.4
19800227,9.4,2.8,-1.1
19800228,11.3,5.5,1.6
19800229,10.0,7.2,3.1
19800301,10.3,7.4,4.8
19800302,6.9,8.0,5.7
19800303,10.0,4.0,1.1
19800304,8.0,3.6,-2.8
19800305,10.6,3.8,-0.5
19800306,8.8,7.4,4.1
19800307,8.5,6.0,3.3
19800308,11.1,5.6,2.6
19800309,9.3,6.4,1.6
19800310,10.4,6.0,2.7
19800311,10.5,6.6,2.9
19800312,8.9,7.4,4.2
19800313,6.7,5.8,2.7
19800314,4.0,4.4,2.0
19800315,6.4,3.6,3.3
19800316,5.5,4.4,2.5
19800317,7.6,3.8,2.0
19800318,2.6,4.0,0.5
19800319,4.7,2.4,2.2
19800320,3.2,2.6,0.4
19800321,8.4,1.1,-1.0
19800322,10.1,1.6,-5.1
19800323,11.7,5.2,0.4
19800324,12.7,8.0,4.3
19800325,11.4,8.2,3.7
19800326,13.3,7.0,2.6
19800327,13.7,9.0,4.8
19800328,11.6,10.1,6.5
19800329,10.5,9.2,6.7
19800330,11.1,5.8,1.0
19800331,13.9,8.4,5.8
19800401,13.2,10.6,7.2
19800402,12.6,7.8,2.4
19800403,13.6,7.6,2.7
19800404,12.6,7.2,0.8
19800405,12.2,7.7,2.8
19800406,14.6,8.8,5.5
19800407,10.4,8.1,1.6
19800408,12.0,7.2,4.0
19800409,12.2,7.1,2.2
19800410,14.6,8.6,4.9
19800411,17.0,8.6,2.5
19800412,20.0,10.5,4.0
19800413,21.3,13.6,7.1
19800414,20.8,14.5,7.7
19800415,19.3,14.6,8.4
19800416,17.4,14.2,9.0
19800417,18.3,14.0,10.5
19800418,14.8,12.8,7.4
19800419,9.1,12.1,9.4
19800420,12.8,6.4,3.6
19800421,11.3,7.8,2.7
19800422,12.3,9.4,7.5
19800423,13.8,9.4,6.5
19800424,11.8,10.2,6.5
19800425,9.5,9.5,7.2
19800426,11.7,5.8,2.2
19800427,11.5,8.6,5.4
19800428,11.6,9.4,7.2
19800429,12.5,8.6,5.6
19800430,17.5,9.2,6.0
19800501,14.0,12.0,6.4
19800502,12.5,11.4,8.7
19800503,16.2,10.4,8.3
19800504,12.3,10.4,4.5
19800505,13.4,8.7,5.1
19800506,11.1,8.2,2.9
19800507,11.6,7.2,3.2
19800508,13.6,8.0,4.4
19800509,19.3,7.0,0.5
19800510,21.1,11.1,2.9
19800511,26.2,14.4,7.7
19800512,23.6,18.3,10.4
19800513,20.9,17.8,12.0
19800514,18.9,15.8,10.6
19800515,21.1,14.3,9.7
19800516,21.2,14.2,7.4
19800517,22.5,13.8,6.4
19800518,24.2,15.3,8.1
19800519,12.6,16.5,8.8
19800520,21.1,11.8,11.1
19800521,15.9,15.6,10.0
19800522,12.9,12.8,9.7
19800523,14.1,10.0,7.2
19800524,16.6,11.8,9.5
19800525,18.7,12.9,9.2
19800526,19.5,13.6,8.4
19800527,18.4,14.3,9.1
19800528,14.9,12.9,7.4
19800529,16.6,11.9,8.9
19800530,12.2,10.2,3.9
19800531,17.9,10.2,8.3
19800601,18.0,13.5,9.1
19800602,25.6,13.8,9.6
19800603,29.0,19.6,13.6
19800604,27.0,21.8,14.6
19800605,21.1,22.0,17.0
19800606,19.7,15.5,9.9
19800607,19.1,13.9,8.1
19800608,20.8,14.0,8.9
19800609,18.3,14.2,7.5
19800610,18.5,15.8,13.4
19800611,23.2,15.4,12.3
19800612,23.5,17.2,11.2
19800613,19.4,18.8,14.0
19800614,20.1,16.6,13.8
19800615,18.3,16.1,12.1
19800616,17.0,15.7,13.1
19800617,20.2,13.8,10.5
19800618,17.7,15.0,9.7
19800619,17.0,16.0,14.2
19800620,18.6,13.0,8.9
19800621,15.5,14.4,10.1
19800622,15.1,12.8,10.0
19800623,17.0,11.6,8.0
19800624,19.2,13.6,10.2
19800625,19.4,13.2,7.3
19800626,18.1,15.2,10.9
19800627,18.7,13.7,9.3
19800628,20.0,14.5,10.3
19800629,19.4,14.5,9.0
19800630,16.0,14.2,9.0
19800701,21.1,13.0,10.0
19800702,21.8,15.6,10.1
19800703,18.5,16.7,11.6
19800704,19.3,15.3,12.1
19800705,18.2,14.6,9.8
19800706,17.5,14.8,11.4
19800707,15.6,14.7,11.9
19800708,14.9,13.7,11.8
19800709,15.3,13.2,11.6
19800710,19.4,12.4,9.6
19800711,17.6,14.4,9.4
19800712,17.7,14.6,11.7
19800713,15.3,14.4,11.0
19800714,16.9,14.2,13.0
19800715,19.0,13.2,9.4
19800716,16.8,14.6,10.1
19800717,18.3,13.2,9.6
19800718,20.0,15.8,13.2
19800719,17.3,16.9,13.8
19800720,19.8,15.0,12.8
19800721,21.7,13.8,7.8
19800722,24.8,15.6,9.6
19800723,24.2,18.2,11.7
19800724,27.8,17.4,10.6
19800725,20.7,21.2,14.5
19800726,21.2,19.8,18.9
19800727,25.0,17.4,13.7
19800728,25.7,18.4,11.7
19800729,21.4,21.8,18.0
19800730,22.0,17.8,14.1
19800731,23.0,18.0,13.9
19800801,25.2,18.0,13.1
19800802,23.3,19.6,14.0
19800803,21.6,19.6,15.9
19800804,21.0,19.2,16.7
19800805,21.9,18.0,15.0
19800806,25.2,18.2,14.6
19800807,17.4,20.8,16.3
19800808,22.1,16.0,14.6
19800809,24.4,18.0,13.9
19800810,20.3,18.8,13.3
19800811,19.8,17.8,15.3
19800812,24.6,15.5,11.2
19800813,24.8,18.6,12.6
19800814,23.3,20.9,17.0
19800815,23.9,20.6,18.0
19800816,22.4,18.2,12.5
19800817,22.3,18.0,13.7
19800818,20.2,18.1,13.9
19800819,24.5,15.9,11.6
19800820,21.0,18.4,12.4
19800821,18.0,18.1,15.2
19800822,18.3,13.8,9.7
19800823,19.8,12.8,7.2
19800824,21.0,14.6,9.3
19800825,22.6,14.8,8.5
19800826,24.3,17.4,12.3
19800827,23.0,17.8,11.2
19800828,19.6,18.2,13.4
19800829,20.4,17.8,15.9
19800830,19.9,17.0,13.7
19800831,22.0,15.4,10.8
19800901,22.4,15.7,9.4
19800902,25.0,16.2,10.1
19800903,20.3,17.6,10.3
19800904,18.9,16.0,11.6
19800905,21.8,16.0,13.2
19800906,23.1,15.9,10.0
19800907,22.1,16.8,10.5
19800908,17.7,17.2,12.3
19800909,20.1,13.0,8.4
19800910,19.3,16.2,12.2
19800911,20.4,16.6,14.0
19800912,19.2,17.8,15.3
19800913,21.5,15.0,10.7
19800914,20.0,17.2,13.0
19800915,20.2,16.8,13.7
19800916,19.0,17.5,14.8
19800917,18.7,15.1,11.2
19800918,21.5,15.8,12.8
19800919,19.7,18.6,15.7
19800920,19.6,17.4,15.2
19800921,19.7,17.6,15.5
19800922,20.1,15.4,11.2
19800923,18.9,16.0,11.9
19800924,19.8,15.6,12.4
19800925,20.3,14.4,9.0
19800926,18.2,14.8,9.4
19800927,16.6,15.6,13.0
19800928,17.8,13.3,10.0
19800929,19.1,15.2,12.6
19800930,18.4,15.0,11.0
19801001,16.6,12.3,6.2
19801002,17.5,11.1,5.6
19801003,15.7,11.0,4.6
19801004,15.4,12.2,8.6
19801005,16.4,9.8,4.2
19801006,13.4,12.2,8.0
19801007,13.6,11.0,8.6
19801008,13.5,10.0,6.5
19801009,9.7,7.8,2.2
19801010,13.4,5.6,1.4
19801011,13.4,9.6,5.9
19801012,13.7,9.4,5.5
19801013,12.8,6.9,0.1
19801014,13.6,8.4,4.1
19801015,12.5,9.0,4.5
19801016,10.6,10.1,7.7
19801017,9.8,8.7,6.8
19801018,13.0,6.7,3.6
19801019,12.7,7.0,1.0
19801020,16.3,9.8,6.8
19801021,15.5,11.0,5.8
19801022,14.6,12.8,10.0
19801023,14.1,11.2,7.9
19801024,10.5,8.8,3.5
19801025,16.4,8.8,7.0
19801026,17.7,12.0,7.5
19801027,16.6,13.6,9.5
19801028,13.6,15.6,14.6
19801029,11.7,10.3,7.0
19801030,12.1,6.8,2.0
19801031,9.5,7.0,1.8
19801101,7.7,6.4,3.2
19801102,6.3,4.2,0.7
19801103,5.4,3.1,-0.1
19801104,5.1,3.0,0.7
19801105,5.8,3.9,2.7
19801106,3.7,3.7,1.6
19801107,5.5,2.4,1.0
19801108,8.1,3.7,1.9
19801109,8.6,5.2,2.3
19801110,7.7,5.3,2.0
19801111,8.1,5.5,3.3
19801112,9.6,3.9,-0.3
19801113,12.5,4.6,-0.3
19801114,15.6,9.1,5.7
19801115,15.0,12.4,9.2
19801116,14.1,13.6,12.1
19801117,10.0,12.6,11.2
19801118,13.9,8.5,7.0
19801119,14.3,8.5,3.1
19801120,13.7,12.0,9.7
19801121,14.5,12.2,10.6
19801122,14.6,13.2,11.8
19801123,15.3,13.9,13.2
19801124,8.8,14.2,13.2
19801125,5.5,7.0,5.2
19801126,9.0,4.6,3.7
19801127,3.5,3.9,-1.2
19801128,3.5,2.4,1.4
19801129,4.9,1.8,0.2
19801130,6.9,2.8,0.8
19801201,7.4,2.1,-2.7
19801202,4.3,3.0,-1.3
19801203,8.0,3.0,1.8
19801204,9.7,4.8,1.6
19801205,5.1,6.5,3.3
19801206,3.6,4.0,3.0
19801207,4.3,1.2,-1.1
19801208,8.0,-0.2,-4.7
19801209,12.0,2.4,-3.1
19801210,12.1,6.8,1.5
19801211,12.6,10.0,8.0
19801212,13.3,10.4,8.1
19801213,13.3,11.2,9.0
19801214,6.8,10.6,7.8
19801215,9.2,5.4,4.1
19801216,11.5,5.0,0.8
19801217,6.6,6.8,2.0
19801218,6.8,4.2,1.9
19801219,7.5,2.2,-2.4
19801220,9.0,4.2,0.8
19801221,12.3,5.4,1.9
19801222,13.1,7.6,2.8
19801223,12.3,10.8,8.6
19801224,8.5,11.0,9.8
19801225,5.8,7.8,7.1
19801226,5.0,3.1,0.4
19801227,9.0,2.0,-1.0
19801228,10.0,3.4,-2.3
19801229,9.7,6.2,2.5
19801230,11.1,9.0,8.3
19801231,9.0,9.2,7.3
19810101,11.9,6.4,3.9
19810102,11.9,8.2,4.4
19810103,6.6,10.4,8.9
19810104,6.4,3.9,1.2
19810105,6.4,2.0,-2.3
19810106,5.5,2.4,-1.6
19810107,9.4,2.9,0.3
19810108,9.4,5.2,0.9
19810109,4.1,7.2,5.1
19810110,4.6,2.7,1.3
19810111,5.6,2.4,0.2
19810112,7.5,1.8,-1.9
19810113,10.4,2.9,-1.7
19810114,5.2,4.3,-1.8
19810115,8.5,3.5,1.8
19810116,7.8,3.0,-2.4
19810117,6.9,4.2,0.5
19810118,7.9,2.9,-1.1
19810119,5.9,4.2,0.6
19810120,11.0,4.7,3.5
19810121,10.9,6.6,2.3
19810122,12.5,7.8,4.7
19810123,10.8,10.2,7.9
19810124,9.6,9.4,7.9
19810125,8.6,5.6,1.7
19810126,11.1,6.3,4.0
19810127,8.8,8.4,5.6
19810128,8.2,7.2,5.7
19810129,2.5,7.0,5.9
19810130,5.7,0.1,-2.3
19810131,12.5,1.6,-2.4
19810201,10.9,4.4,-3.7
19810202,10.2,4.4,-2.1
19810203,6.9,5.3,0.4
19810204,10.2,4.6,2.4
19810205,13.9,4.6,-1.1
19810206,12.1,8.3,2.7
19810207,12.5,10.2,8.4
19810208,9.0,10.6,8.6
19810209,6.2,8.6,8.3
19810210,6.3,3.6,1.0
19810211,6.2,1.8,-2.7
19810212,5.7,2.4,-1.5
19810213,5.0,2.2,-1.2
19810214,4.8,0.2,-4.5
19810215,8.0,-0.4,-5.5
19810216,6.8,2.0,-4.0
19810217,4.7,2.9,-1.0
19810218,3.8,2.2,-0.3
19810219,4.4,2.4,1.1
19810220,3.7,2.4,0.4
19810221,4.8,-0.2,-4.0
19810222,4.1,1.5,-1.8
19810223,3.9,2.1,0.1
19810224,2.7,1.2,-1.4
19810225,2.2,1.6,0.5
19810226,6.8,0.3,-1.6
19810227,11.0,3.1,-0.6
19810228,11.1,5.9,0.8
19810301,8.8,8.0,4.9
19810302,6.0,7.0,5.3
19810303,3.9,5.7,5.4
19810304,9.0,2.8,1.6
19810305,14.1,4.7,0.4
19810306,13.1,8.7,3.3
19810307,13.6,10.0,6.9
19810308,11.9,12.0,10.3
19810309,14.8,11.3,10.7
19810310,14.4,12.7,10.6
19810311,14.0,12.6,10.9
19810312,12.9,11.4,8.9
19810313,11.2,9.8,6.6
19810314,10.0,8.4,5.5
19810315,9.5,8.0,5.9
19810316,6.6,6.6,3.6
19810317,11.7,3.5,0.4
19810318,10.7,5.8,-0.2
19810319,13.9,8.0,5.4
19810320,12.7,10.6,7.3
19810321,10.0,11.0,9.2
19810322,14.5,9.4,8.7
19810323,12.9,8.6,2.6
19810324,14.3,11.0,9.1
19810325,14.9,12.6,11.0
19810326,14.9,12.2,9.6
19810327,18.3,9.7,4.5
19810328,13.5,13.9,9.5
19810329,9.0,11.5,9.5
19810330,9.0,8.2,7.5
19810331,10.4,7.4,5.9
19810401,13.2,8.2,5.9
19810402,12.5,8.3,3.4
19810403,7.8,9.4,6.2
19810404,8.6,6.2,4.6
19810405,11.7,7.2,5.7
19810406,13.1,8.3,4.9
19810407,17.2,8.4,3.6
19810408,19.9,11.7,6.2
19810409,21.7,14.4,8.8
19810410,19.7,15.0,8.2
19810411,17.1,16.1,12.5
19810412,12.4,12.8,8.6
19810413,16.5,10.4,8.4
19810414,18.2,11.4,6.3
19810415,15.3,12.2,6.1
19810416,12.0,10.0,4.6
19810417,12.3,7.6,3.2
19810418,9.8,7.4,2.5
19810419,11.3,6.3,2.8
19810420,10.7,7.6,3.9
19810421,10.6,6.2,1.8
19810422,9.1,6.2,1.8
19810423,7.6,4.8,0.5
19810424,7.0,5.0,2.4
19810425,9.5,4.7,2.4
19810426,10.0,5.2,0.8
19810427,10.4,7.0,3.9
19810428,14.6,4.9,-0.6
19810429,15.6,10.3,6.0
19810430,10.6,12.9,10.2
19810501,10.6,9.6,8.7
19810502,9.2,7.8,5.0
19810503,12.2,4.6,0.1
19810504,13.3,8.6,4.9
19810505,16.2,7.4,1.4
19810506,19.7,12.0,7.9
19810507,18.5,13.2,6.6
19810508,16.5,14.0,9.5
19810509,15.3,12.6,8.6
19810510,21.6,14.0,12.7
19810511,18.6,16.2,10.7
19810512,16.2,14.3,10.0
19810513,16.4,12.4,8.7
